transaction_id,customer_id,merchant_id,amount,currency,payment_method,bank,transaction_time,status,failure_reason,checkout_completed,subscription_flag
TXN_001127,CUST_00664,MER_0036,2544.8,INR,Card,AXIS,2026-07-09 12:56:00,failed,expired_card,True,True
TXN_001128,CUST_00980,MER_0036,1375.24,INR,UPI,HDFC,2026-07-26 01:48:00,success,,True,True
TXN_001129,CUST_01818,MER_0008,873.35,INR,Card,ICICI,2026-07-05 15:36:00,success,,True,True
TXN_001130,CUST_01799,MER_0046,5336.11,INR,Card,KOTAK,2026-08-11 19:53:00,success,,True,False
TXN_001131,CUST_00614,MER_0002,452.81,INR,UPI,ICICI,2026-07-10 19:40:00,success,,True,False
TXN_001132,CUST_00126,MER_0048,6141.79,INR,UPI,ICICI,2026-07-07 14:34:00,success,,True,False
TXN_001133,CUST_01728,MER_0005,7398.85,INR,Card,ICICI,2026-08-05 18:47:00,failed,network_error,True,False
TXN_001134,CUST_01763,MER_0018,304.14,INR,UPI,AXIS,2026-08-16 22:00:00,success,,True,False
TXN_001135,CUST_00756,MER_0015,1827.95,INR,UPI,AXIS,2026-07-19 08:26:00,success,,True,False
TXN_001136,CUST_00709,MER_0017,2318.45,INR,Card,AXIS,2026-08-09 03:58:00,failed,insufficient_funds,True,False
TXN_001137,CUST_01277,MER_0004,1616.19,INR,UPI,YES,2026-08-08 15:59:00,success,,True,False
TXN_001138,CUST_00655,MER_0008,8301.21,INR,UPI,YES,2026-08-22 11:09:00,failed,authentication_failure,False,False
TXN_001139,CUST_00876,MER_0047,1164.85,INR,Card,HDFC,2026-08-05 06:25:00,failed,network_error,True,False
TXN_001140,CUST_01635,MER_0037,1878.8,INR,UPI,YES,2026-07-14 23:39:00,success,,True,False
TXN_001141,CUST_00335,MER_0043,2057.47,INR,Card,ICICI,2026-07-16 21:45:00,success,,True,False
TXN_001142,CUST_00053,MER_0049,3629.9,INR,Card,HDFC,2026-07-13 00:35:00,failed,insufficient_funds,False,False
TXN_001143,CUST_00247,MER_0011,3674.6,INR,Wallet,YES,2026-08-06 03:11:00,failed,bank_timeout,True,False
TXN_001144,CUST_00641,MER_0018,4686.31,INR,Card,YES,2026-08-02 06:34:00,failed,bank_declined,False,False
TXN_001145,CUST_01130,MER_0041,2107.97,INR,UPI,ICICI,2026-07-08 07:04:00,failed,authentication_failure,False,False
TXN_001146,CUST_00698,MER_0048,6276.15,INR,Card,HDFC,2026-07-08 13:03:00,success,,True,True
TXN_001147,CUST_00204,MER_0003,1477.56,INR,UPI,YES,2026-07-03 15:14:00,failed,bank_timeout,True,False
TXN_001148,CUST_00218,MER_0047,2542.64,INR,UPI,SBI,2026-08-06 06:34:00,success,,True,False
TXN_001149,CUST_01215,MER_0001,1633.65,INR,Card,AXIS,2026-08-11 22:42:00,success,,True,False
TXN_001150,CUST_00253,MER_0010,814.05,INR,Card,SBI,2026-07-12 03:25:00,failed,authentication_failure,True,False
TXN_001151,CUST_00667,MER_0043,2324.35,INR,UPI,ICICI,2026-07-10 20:21:00,failed,bank_timeout,True,False
TXN_001152,CUST_01134,MER_0048,1592.59,INR,Card,HDFC,2026-08-21 07:19:00,success,,True,False
TXN_001153,CUST_00818,MER_0009,6481.17,INR,Card,KOTAK,2026-08-01 00:34:00,success,,True,False
TXN_001154,CUST_00563,MER_0008,1210.25,INR,UPI,ICICI,2026-07-28 12:15:00,success,,True,False
TXN_001155,CUST_00740,MER_0020,9601.09,INR,Card,ICICI,2026-07-14 00:55:00,failed,authentication_failure,True,True
TXN_001156,CUST_01150,MER_0040,3455.82,INR,UPI,ICICI,2026-08-05 16:53:00,failed,bank_timeout,True,False
TXN_001157,CUST_00056,MER_0009,1291.49,INR,NetBanking,KOTAK,2026-08-11 03:39:00,success,,True,False
TXN_001158,CUST_00571,MER_0011,3427.26,INR,NetBanking,YES,2026-08-10 21:54:00,failed,bank_declined,False,True
TXN_001159,CUST_00353,MER_0032,414.28,INR,Card,YES,2026-07-29 12:34:00,success,,True,False
TXN_001160,CUST_00420,MER_0005,3648.95,INR,UPI,KOTAK,2026-08-13 11:52:00,success,,True,False
TXN_001161,CUST_00009,MER_0016,332.08,INR,UPI,HDFC,2026-07-09 08:34:00,success,,True,True
TXN_001162,CUST_01790,MER_0036,1127.17,INR,UPI,HDFC,2026-08-21 17:33:00,failed,bank_timeout,True,False
TXN_001163,CUST_01753,MER_0006,1532.38,INR,UPI,AXIS,2026-08-03 01:27:00,success,,True,False
TXN_001164,CUST_00025,MER_0047,954.22,INR,Card,AXIS,2026-07-07 05:03:00,success,,True,False
TXN_001165,CUST_01358,MER_0022,2083.18,INR,Card,AXIS,2026-07-06 06:40:00,success,,True,False
TXN_001166,CUST_01078,MER_0016,12763.25,INR,UPI,YES,2026-07-15 11:20:00,failed,bank_timeout,False,False
TXN_001167,CUST_01178,MER_0008,1052.53,INR,Card,HDFC,2026-07-02 19:17:00,success,,True,False
TXN_001168,CUST_00781,MER_0034,8086.45,INR,Card,AXIS,2026-07-28 14:39:00,success,,True,False
TXN_001169,CUST_00995,MER_0008,10787.7,INR,Card,SBI,2026-07-13 22:54:00,success,,True,False
TXN_001170,CUST_00031,MER_0026,2246.78,INR,UPI,AXIS,2026-07-17 14:55:00,success,,True,False
TXN_001171,CUST_01208,MER_0006,905.75,INR,UPI,HDFC,2026-08-03 08:12:00,success,,True,False
TXN_001172,CUST_00005,MER_0002,13051.71,INR,UPI,SBI,2026-07-26 14:09:00,success,,True,False
TXN_001173,CUST_01076,MER_0041,8739.03,INR,Card,HDFC,2026-08-20 03:58:00,failed,expired_card,True,True
TXN_001174,CUST_01506,MER_0050,1274.21,INR,Wallet,HDFC,2026-08-22 19:12:00,success,,True,False
TXN_001175,CUST_00428,MER_0045,2346.73,INR,UPI,HDFC,2026-07-21 08:30:00,success,,True,False
TXN_001176,CUST_00452,MER_0012,2146.75,INR,UPI,KOTAK,2026-08-08 17:07:00,failed,network_error,True,False
TXN_001177,CUST_01585,MER_0041,7791.6,INR,UPI,HDFC,2026-07-13 15:48:00,success,,True,False
TXN_001178,CUST_00237,MER_0027,4932.17,INR,UPI,KOTAK,2026-08-17 09:59:00,failed,authentication_failure,False,True
TXN_001179,CUST_01880,MER_0016,7340.76,INR,UPI,ICICI,2026-08-18 11:00:00,success,,True,False
TXN_001180,CUST_01339,MER_0033,3135.38,INR,Card,KOTAK,2026-07-19 19:53:00,success,,True,True
TXN_001181,CUST_00344,MER_0029,4228.71,INR,NetBanking,HDFC,2026-08-15 09:00:00,failed,network_error,False,False
TXN_001182,CUST_01838,MER_0011,1002.98,INR,UPI,AXIS,2026-07-04 05:24:00,success,,True,False
TXN_001183,CUST_01883,MER_0043,2371.65,INR,Card,HDFC,2026-08-24 18:37:00,success,,True,False
TXN_001184,CUST_00262,MER_0024,1595.33,INR,Card,KOTAK,2026-08-06 17:30:00,success,,True,False
TXN_001185,CUST_00227,MER_0038,696.25,INR,UPI,ICICI,2026-07-08 02:51:00,success,,True,False
TXN_001186,CUST_01741,MER_0035,3220.75,INR,Card,KOTAK,2026-07-19 22:34:00,success,,True,False
TXN_001187,CUST_00077,MER_0005,18201.24,INR,Wallet,AXIS,2026-07-17 10:22:00,success,,True,True
TXN_001188,CUST_00123,MER_0029,560.0,INR,Wallet,SBI,2026-08-03 17:30:00,success,,True,False
TXN_001189,CUST_01406,MER_0033,2378.38,INR,UPI,HDFC,2026-08-04 05:53:00,failed,bank_timeout,True,False
TXN_001190,CUST_01700,MER_0013,2693.14,INR,UPI,HDFC,2026-07-20 20:19:00,success,,True,False
TXN_001191,CUST_01301,MER_0006,2229.42,INR,Wallet,KOTAK,2026-08-01 23:01:00,success,,True,False
TXN_001192,CUST_00052,MER_0039,863.18,INR,Card,KOTAK,2026-08-02 05:08:00,success,,True,False
TXN_001193,CUST_01150,MER_0043,2940.19,INR,Wallet,AXIS,2026-08-12 21:41:00,failed,bank_timeout,True,False
TXN_001194,CUST_00250,MER_0036,423.29,INR,Card,ICICI,2026-08-01 09:41:00,success,,True,False
TXN_001195,CUST_01422,MER_0036,6346.6,INR,UPI,YES,2026-07-25 12:05:00,failed,authentication_failure,True,False
TXN_001196,CUST_00108,MER_0039,2543.58,INR,Wallet,YES,2026-08-10 09:39:00,success,,True,False
TXN_001197,CUST_01129,MER_0016,2931.47,INR,Card,KOTAK,2026-07-28 00:52:00,failed,expired_card,True,False
TXN_001198,CUST_01119,MER_0023,2920.39,INR,Card,ICICI,2026-08-22 21:30:00,success,,True,False
TXN_001199,CUST_01049,MER_0001,5030.2,INR,Card,KOTAK,2026-08-20 07:34:00,failed,insufficient_funds,True,False
TXN_001200,CUST_00535,MER_0031,6971.51,INR,UPI,KOTAK,2026-07-29 20:32:00,success,,True,False
TXN_001201,CUST_00093,MER_0005,3154.64,INR,UPI,HDFC,2026-07-14 03:51:00,success,,True,False
TXN_001202,CUST_01924,MER_0016,2850.48,INR,UPI,KOTAK,2026-08-10 05:34:00,success,,True,False
TXN_001203,CUST_01084,MER_0027,883.55,INR,UPI,ICICI,2026-07-31 13:54:00,success,,True,False
TXN_001204,CUST_01399,MER_0003,3070.4,INR,NetBanking,SBI,2026-08-05 17:26:00,failed,bank_timeout,True,True
TXN_001205,CUST_01976,MER_0017,1464.65,INR,UPI,HDFC,2026-07-28 10:51:00,success,,True,False
TXN_001206,CUST_00985,MER_0019,1271.18,INR,UPI,KOTAK,2026-07-27 13:43:00,success,,True,False
TXN_001207,CUST_00918,MER_0031,1040.04,INR,NetBanking,YES,2026-07-05 17:36:00,failed,bank_timeout,True,False
TXN_001208,CUST_00579,MER_0001,7080.3,INR,NetBanking,AXIS,2026-08-23 18:48:00,failed,bank_timeout,True,False
TXN_001209,CUST_00570,MER_0025,917.53,INR,Wallet,KOTAK,2026-07-28 21:02:00,success,,True,False
TXN_001210,CUST_00189,MER_0016,2583.77,INR,Card,KOTAK,2026-07-26 23:46:00,success,,True,False
TXN_001211,CUST_01902,MER_0033,867.13,INR,UPI,SBI,2026-08-14 03:04:00,success,,True,False
TXN_001212,CUST_00510,MER_0043,1398.9,INR,UPI,HDFC,2026-08-09 04:36:00,success,,True,False
TXN_001213,CUST_00491,MER_0044,1170.87,INR,Card,SBI,2026-07-16 23:47:00,success,,True,False
TXN_001214,CUST_01108,MER_0023,6579.19,INR,UPI,AXIS,2026-07-06 14:25:00,success,,True,True
TXN_001215,CUST_00683,MER_0039,1777.59,INR,Card,KOTAK,2026-08-21 13:28:00,failed,insufficient_funds,True,False
TXN_001216,CUST_00786,MER_0004,3957.22,INR,UPI,HDFC,2026-07-04 00:50:00,success,,True,False
TXN_001217,CUST_00218,MER_0009,15412.14,INR,UPI,KOTAK,2026-07-17 06:06:00,failed,authentication_failure,False,False
TXN_001218,CUST_01450,MER_0032,6683.43,INR,UPI,SBI,2026-08-20 14:52:00,failed,bank_timeout,True,False
TXN_001219,CUST_00240,MER_0002,1120.24,INR,Card,SBI,2026-08-19 10:53:00,success,,True,True
TXN_001220,CUST_01133,MER_0039,5462.74,INR,UPI,ICICI,2026-07-16 12:36:00,failed,network_error,True,True
TXN_001221,CUST_00631,MER_0007,2034.53,INR,UPI,SBI,2026-08-08 20:45:00,success,,True,False
TXN_001222,CUST_01390,MER_0045,1262.5,INR,Wallet,AXIS,2026-07-11 06:22:00,failed,bank_timeout,True,False
TXN_001223,CUST_00381,MER_0026,12579.83,INR,UPI,SBI,2026-08-09 02:17:00,success,,True,True
TXN_001224,CUST_00589,MER_0018,2441.94,INR,Card,HDFC,2026-07-06 12:42:00,success,,True,False
TXN_001225,CUST_00083,MER_0017,4562.86,INR,Card,KOTAK,2026-08-10 13:15:00,success,,True,True
TXN_001226,CUST_01169,MER_0035,1296.31,INR,UPI,AXIS,2026-08-07 17:37:00,success,,True,False
TXN_001227,CUST_00157,MER_0036,1307.82,INR,UPI,HDFC,2026-07-12 19:43:00,success,,True,False
TXN_001228,CUST_00318,MER_0001,5799.85,INR,Wallet,SBI,2026-07-29 04:36:00,success,,True,False
TXN_001229,CUST_01295,MER_0011,829.1,INR,Card,AXIS,2026-07-05 05:01:00,success,,True,False
TXN_001230,CUST_01718,MER_0014,1750.8,INR,Card,ICICI,2026-08-17 16:20:00,success,,True,False
TXN_001231,CUST_00158,MER_0038,2507.95,INR,Card,KOTAK,2026-07-04 15:44:00,success,,True,False
TXN_001232,CUST_01164,MER_0011,2668.04,INR,UPI,SBI,2026-08-02 05:58:00,success,,True,True
TXN_001233,CUST_01859,MER_0045,2114.82,INR,Card,KOTAK,2026-07-21 08:38:00,success,,True,False
TXN_001234,CUST_01139,MER_0018,3349.8,INR,UPI,YES,2026-07-28 08:41:00,success,,True,False
TXN_001235,CUST_00582,MER_0030,4248.34,INR,UPI,ICICI,2026-08-25 06:43:00,success,,True,True
TXN_001236,CUST_00605,MER_0013,4392.75,INR,UPI,YES,2026-07-29 09:44:00,success,,True,False
TXN_001237,CUST_01408,MER_0047,1109.16,INR,Wallet,YES,2026-08-09 02:53:00,success,,True,False
TXN_001238,CUST_01770,MER_0049,1944.34,INR,UPI,YES,2026-07-19 22:01:00,success,,True,False
TXN_001239,CUST_01529,MER_0011,6347.46,INR,UPI,KOTAK,2026-08-04 12:57:00,success,,True,False
TXN_001240,CUST_00189,MER_0031,4992.63,INR,UPI,HDFC,2026-08-11 18:31:00,failed,bank_declined,True,False
TXN_001241,CUST_00171,MER_0003,3233.06,INR,UPI,ICICI,2026-07-21 18:36:00,success,,True,True
TXN_001242,CUST_01704,MER_0015,501.41,INR,UPI,ICICI,2026-08-26 10:25:00,failed,authentication_failure,False,False
TXN_001243,CUST_00397,MER_0019,11139.07,INR,Card,HDFC,2026-08-23 14:30:00,success,,True,True
TXN_001244,CUST_01763,MER_0017,1143.31,INR,NetBanking,SBI,2026-07-17 08:56:00,success,,True,False
TXN_001245,CUST_00946,MER_0035,1252.06,INR,NetBanking,YES,2026-07-05 16:13:00,success,,True,False
TXN_001246,CUST_01039,MER_0036,4497.26,INR,UPI,YES,2026-08-13 22:13:00,success,,True,False
TXN_001247,CUST_00061,MER_0021,710.35,INR,UPI,KOTAK,2026-07-08 05:01:00,success,,True,False
TXN_001248,CUST_01399,MER_0043,1471.14,INR,UPI,KOTAK,2026-08-17 13:10:00,success,,True,False
TXN_001249,CUST_01280,MER_0038,3932.98,INR,Card,ICICI,2026-08-26 23:34:00,success,,True,False
TXN_001250,CUST_00883,MER_0031,1469.34,INR,Card,ICICI,2026-08-23 16:21:00,failed,bank_declined,True,False
TXN_001251,CUST_00941,MER_0035,4426.43,INR,Card,AXIS,2026-08-15 08:37:00,failed,authentication_failure,True,False
TXN_001252,CUST_01207,MER_0037,3021.34,INR,Card,ICICI,2026-07-08 22:03:00,success,,True,False
TXN_001253,CUST_00662,MER_0011,1860.69,INR,Wallet,KOTAK,2026-07-14 05:53:00,success,,True,False
TXN_001254,CUST_00811,MER_0046,3281.48,INR,Card,ICICI,2026-07-11 04:58:00,failed,bank_declined,True,False
TXN_001255,CUST_01637,MER_0025,3520.1,INR,UPI,HDFC,2026-08-02 21:33:00,success,,True,False
TXN_001256,CUST_00493,MER_0044,1640.0,INR,UPI,AXIS,2026-07-08 00:22:00,success,,True,False
TXN_001257,CUST_00141,MER_0024,2108.95,INR,UPI,HDFC,2026-07-19 02:06:00,success,,True,False
TXN_001258,CUST_01704,MER_0019,1105.48,INR,Wallet,YES,2026-07-16 21:53:00,success,,True,False
TXN_001259,CUST_01979,MER_0004,2373.2,INR,Card,SBI,2026-07-27 18:47:00,success,,True,True
TXN_001260,CUST_00461,MER_0027,1275.63,INR,NetBanking,KOTAK,2026-07-21 23:05:00,success,,True,True
TXN_001261,CUST_01785,MER_0047,1001.01,INR,Card,HDFC,2026-07-30 13:47:00,success,,True,True
TXN_001262,CUST_01616,MER_0018,3001.68,INR,Wallet,YES,2026-08-07 12:56:00,success,,True,True
TXN_001263,CUST_00092,MER_0045,2893.41,INR,UPI,AXIS,2026-08-12 13:18:00,success,,True,True
TXN_001264,CUST_00739,MER_0042,4565.57,INR,UPI,SBI,2026-07-20 02:57:00,success,,True,False
TXN_001265,CUST_01334,MER_0015,1728.66,INR,Wallet,HDFC,2026-08-21 15:15:00,success,,True,True
TXN_001266,CUST_01026,MER_0038,3382.74,INR,UPI,KOTAK,2026-07-31 01:25:00,success,,True,True
TXN_001267,CUST_00397,MER_0036,3791.96,INR,Card,AXIS,2026-07-27 18:42:00,failed,expired_card,True,False
TXN_001268,CUST_00693,MER_0001,1260.77,INR,Card,KOTAK,2026-07-28 19:02:00,success,,True,False
TXN_001269,CUST_01234,MER_0008,2750.37,INR,UPI,YES,2026-08-12 21:52:00,success,,True,False
TXN_001270,CUST_00041,MER_0002,3265.97,INR,UPI,KOTAK,2026-07-28 06:09:00,success,,True,False
TXN_001271,CUST_01394,MER_0030,2454.66,INR,NetBanking,HDFC,2026-08-14 20:17:00,failed,bank_timeout,True,False
TXN_001272,CUST_00151,MER_0006,2774.96,INR,Card,HDFC,2026-08-18 19:30:00,success,,True,True
TXN_001273,CUST_00127,MER_0030,14328.77,INR,UPI,KOTAK,2026-07-21 04:01:00,success,,True,False
TXN_001274,CUST_01938,MER_0006,1829.81,INR,Card,ICICI,2026-08-01 10:07:00,success,,True,True
TXN_001275,CUST_00506,MER_0007,1363.13,INR,Card,YES,2026-08-05 04:56:00,failed,bank_declined,True,False
TXN_001276,CUST_00219,MER_0033,3133.49,INR,Card,AXIS,2026-07-04 09:01:00,success,,True,False
TXN_001277,CUST_01274,MER_0009,6337.17,INR,UPI,KOTAK,2026-07-23 23:14:00,failed,network_error,True,False
TXN_001278,CUST_01521,MER_0001,4381.32,INR,Card,HDFC,2026-08-16 01:41:00,failed,insufficient_funds,False,False
TXN_001279,CUST_01051,MER_0031,2178.26,INR,Wallet,KOTAK,2026-07-11 19:06:00,success,,True,False
TXN_001280,CUST_01771,MER_0018,3200.14,INR,UPI,HDFC,2026-08-01 17:45:00,success,,True,False
TXN_001281,CUST_00484,MER_0012,5561.18,INR,UPI,SBI,2026-08-15 15:26:00,failed,bank_timeout,True,False
TXN_001282,CUST_01352,MER_0036,978.07,INR,Card,HDFC,2026-07-06 03:57:00,success,,True,False
TXN_001283,CUST_00113,MER_0012,4703.8,INR,NetBanking,HDFC,2026-08-22 22:25:00,failed,bank_timeout,True,False
TXN_001284,CUST_00272,MER_0030,2587.12,INR,UPI,AXIS,2026-08-07 10:42:00,success,,True,True
TXN_001285,CUST_00848,MER_0017,2587.79,INR,NetBanking,YES,2026-07-06 17:12:00,success,,True,False
TXN_001286,CUST_00377,MER_0021,2164.2,INR,Card,ICICI,2026-08-21 22:02:00,failed,expired_card,True,False
TXN_001287,CUST_01591,MER_0017,2282.5,INR,UPI,AXIS,2026-08-19 03:56:00,success,,True,False
TXN_001288,CUST_00191,MER_0047,996.61,INR,Card,ICICI,2026-07-31 06:54:00,success,,True,False
TXN_001289,CUST_01703,MER_0014,1781.44,INR,NetBanking,YES,2026-08-19 02:24:00,failed,bank_timeout,True,False
TXN_001290,CUST_00066,MER_0019,6524.84,INR,UPI,YES,2026-07-24 14:56:00,failed,bank_declined,True,False
TXN_001291,CUST_01133,MER_0028,1235.92,INR,UPI,AXIS,2026-07-29 06:36:00,success,,True,False
TXN_001292,CUST_01188,MER_0017,17821.34,INR,NetBanking,KOTAK,2026-08-02 06:39:00,success,,True,False
TXN_001293,CUST_01350,MER_0015,3016.4,INR,UPI,YES,2026-08-24 10:10:00,success,,True,True
TXN_001294,CUST_00114,MER_0022,6770.38,INR,UPI,AXIS,2026-08-22 15:09:00,success,,True,False
TXN_001295,CUST_01851,MER_0024,2161.65,INR,UPI,SBI,2026-07-23 02:43:00,success,,True,False
TXN_001296,CUST_00297,MER_0037,3739.43,INR,UPI,HDFC,2026-08-08 01:09:00,success,,True,False
TXN_001297,CUST_00280,MER_0021,4777.03,INR,UPI,AXIS,2026-08-10 23:53:00,success,,True,True
TXN_001298,CUST_01395,MER_0007,6467.57,INR,NetBanking,HDFC,2026-07-06 03:25:00,success,,True,False
TXN_001299,CUST_01619,MER_0007,5686.75,INR,Card,YES,2026-07-02 04:51:00,success,,True,False
TXN_001300,CUST_01987,MER_0029,4903.76,INR,Card,HDFC,2026-08-13 23:59:00,failed,bank_declined,True,False
TXN_001301,CUST_01706,MER_0006,1544.73,INR,Card,ICICI,2026-07-29 10:42:00,success,,True,False
TXN_001302,CUST_01660,MER_0004,3184.61,INR,UPI,AXIS,2026-08-18 23:52:00,success,,True,True
TXN_001303,CUST_01331,MER_0022,5148.72,INR,UPI,YES,2026-07-12 11:50:00,success,,True,False
TXN_001304,CUST_00642,MER_0038,2042.28,INR,UPI,YES,2026-08-26 21:04:00,success,,True,False
TXN_001305,CUST_01878,MER_0032,5722.37,INR,UPI,AXIS,2026-08-15 06:31:00,success,,True,False
TXN_001306,CUST_00581,MER_0004,7801.67,INR,Wallet,YES,2026-08-17 20:08:00,success,,True,False
TXN_001307,CUST_00442,MER_0015,1172.56,INR,Card,HDFC,2026-07-04 00:19:00,success,,True,False
TXN_001308,CUST_00653,MER_0040,1249.46,INR,UPI,SBI,2026-08-19 00:24:00,failed,authentication_failure,True,False
TXN_001309,CUST_00040,MER_0045,3121.57,INR,Wallet,SBI,2026-07-05 02:27:00,success,,True,False
TXN_001310,CUST_01440,MER_0007,1604.15,INR,Wallet,YES,2026-07-22 21:00:00,success,,True,True
TXN_001311,CUST_00379,MER_0023,7199.47,INR,UPI,ICICI,2026-07-24 23:24:00,success,,True,True
TXN_001312,CUST_00442,MER_0025,3426.36,INR,UPI,HDFC,2026-07-27 16:37:00,success,,True,False
TXN_001313,CUST_01913,MER_0002,2518.85,INR,UPI,AXIS,2026-08-22 18:41:00,failed,network_error,True,False
TXN_001314,CUST_01994,MER_0018,851.8,INR,Card,ICICI,2026-08-15 07:26:00,success,,True,False
TXN_001315,CUST_01358,MER_0020,3055.83,INR,Card,SBI,2026-08-25 07:40:00,failed,insufficient_funds,True,False
TXN_001316,CUST_01622,MER_0001,5486.85,INR,UPI,ICICI,2026-07-25 10:41:00,failed,authentication_failure,True,True
TXN_001317,CUST_01848,MER_0037,32678.56,INR,Card,ICICI,2026-07-15 07:33:00,success,,True,False
TXN_001318,CUST_00457,MER_0001,15464.97,INR,Card,HDFC,2026-08-06 01:21:00,success,,True,False
TXN_001319,CUST_00802,MER_0044,2110.84,INR,UPI,ICICI,2026-07-01 21:44:00,success,,True,False
TXN_001320,CUST_01149,MER_0027,2241.57,INR,Card,ICICI,2026-07-01 05:10:00,success,,True,True
TXN_001321,CUST_00704,MER_0026,5412.49,INR,UPI,ICICI,2026-08-09 00:13:00,failed,bank_declined,False,False
TXN_001322,CUST_01606,MER_0021,658.24,INR,NetBanking,ICICI,2026-07-06 05:50:00,success,,True,False
TXN_001323,CUST_00703,MER_0020,584.58,INR,UPI,HDFC,2026-07-15 08:12:00,success,,True,False
TXN_001324,CUST_01789,MER_0001,1483.82,INR,NetBanking,ICICI,2026-07-30 12:37:00,success,,True,True
TXN_001325,CUST_00731,MER_0030,3890.1,INR,Wallet,HDFC,2026-08-14 20:20:00,failed,insufficient_funds,True,False
TXN_001326,CUST_00354,MER_0007,5743.46,INR,Card,KOTAK,2026-08-16 22:32:00,failed,insufficient_funds,False,False
TXN_001327,CUST_00544,MER_0024,382.64,INR,Card,AXIS,2026-07-07 03:49:00,success,,True,False
TXN_001328,CUST_00266,MER_0022,4848.44,INR,Card,HDFC,2026-08-16 20:05:00,success,,True,False
TXN_001329,CUST_01126,MER_0045,1258.21,INR,Wallet,ICICI,2026-08-15 23:34:00,failed,bank_declined,True,True
TXN_001330,CUST_01647,MER_0039,2740.93,INR,Wallet,KOTAK,2026-08-07 16:22:00,success,,True,False
TXN_001331,CUST_01183,MER_0022,4603.35,INR,Wallet,SBI,2026-08-25 01:49:00,success,,True,False
TXN_001332,CUST_01990,MER_0011,2213.55,INR,Card,AXIS,2026-07-11 00:02:00,failed,expired_card,True,False
TXN_001333,CUST_01274,MER_0017,2148.47,INR,UPI,SBI,2026-08-01 09:30:00,success,,True,False
TXN_001334,CUST_00614,MER_0048,1814.44,INR,NetBanking,YES,2026-07-08 02:15:00,success,,True,False
TXN_001335,CUST_00600,MER_0037,830.11,INR,Card,ICICI,2026-08-14 00:20:00,success,,True,False
TXN_001336,CUST_01165,MER_0001,1377.82,INR,UPI,YES,2026-07-14 01:43:00,failed,bank_declined,True,False
TXN_001337,CUST_01194,MER_0007,3156.89,INR,UPI,YES,2026-07-13 01:24:00,success,,True,False
TXN_001338,CUST_01027,MER_0006,2791.82,INR,UPI,HDFC,2026-07-27 08:39:00,success,,True,True
TXN_001339,CUST_00958,MER_0004,1100.9,INR,UPI,KOTAK,2026-07-15 15:01:00,success,,True,False
TXN_001340,CUST_00514,MER_0038,2110.75,INR,UPI,KOTAK,2026-07-15 04:30:00,success,,True,False
TXN_001341,CUST_01543,MER_0011,427.67,INR,Wallet,HDFC,2026-07-27 23:18:00,success,,True,False
TXN_001342,CUST_00650,MER_0005,2815.18,INR,UPI,AXIS,2026-08-25 20:45:00,failed,authentication_failure,True,False
TXN_001343,CUST_00631,MER_0018,750.47,INR,UPI,AXIS,2026-07-26 05:32:00,failed,bank_timeout,False,False
TXN_001344,CUST_00041,MER_0024,3175.71,INR,Wallet,AXIS,2026-08-23 13:25:00,success,,True,False
TXN_001345,CUST_01720,MER_0003,6649.35,INR,UPI,YES,2026-07-26 05:13:00,failed,network_error,True,False
TXN_001346,CUST_00181,MER_0028,1402.76,INR,UPI,ICICI,2026-08-13 10:27:00,success,,True,True
TXN_001347,CUST_01616,MER_0037,505.15,INR,UPI,HDFC,2026-07-20 22:05:00,success,,True,True
TXN_001348,CUST_00854,MER_0009,2651.15,INR,NetBanking,AXIS,2026-07-09 14:48:00,success,,True,True
TXN_001349,CUST_00309,MER_0010,12502.21,INR,UPI,AXIS,2026-08-12 04:41:00,success,,True,False
TXN_001350,CUST_01704,MER_0042,3046.92,INR,Card,SBI,2026-07-18 22:59:00,failed,bank_declined,False,False
TXN_001351,CUST_00055,MER_0047,3157.91,INR,UPI,YES,2026-07-06 22:27:00,success,,True,False
TXN_001352,CUST_01071,MER_0015,2419.04,INR,UPI,SBI,2026-08-21 08:10:00,success,,True,False
TXN_001353,CUST_01685,MER_0030,1273.58,INR,Wallet,ICICI,2026-08-26 12:28:00,success,,True,False
TXN_001354,CUST_01320,MER_0015,4715.56,INR,UPI,ICICI,2026-08-22 01:11:00,success,,True,False
TXN_001355,CUST_01531,MER_0046,2923.71,INR,NetBanking,YES,2026-08-03 17:02:00,success,,True,False
TXN_001356,CUST_01008,MER_0018,2475.23,INR,UPI,AXIS,2026-08-19 13:19:00,success,,True,False
TXN_001357,CUST_00759,MER_0032,1118.46,INR,UPI,AXIS,2026-07-26 20:01:00,success,,True,False
TXN_001358,CUST_00318,MER_0047,6924.4,INR,Card,YES,2026-07-22 06:48:00,success,,True,False
TXN_001359,CUST_01816,MER_0037,4153.73,INR,UPI,SBI,2026-07-26 13:11:00,success,,True,False
TXN_001360,CUST_01572,MER_0025,1568.17,INR,Wallet,HDFC,2026-07-28 07:07:00,success,,True,True
TXN_001361,CUST_01732,MER_0022,5439.59,INR,UPI,HDFC,2026-08-04 23:48:00,success,,True,False
TXN_001362,CUST_01711,MER_0040,1639.17,INR,NetBanking,SBI,2026-08-02 02:59:00,success,,True,True
TXN_001363,CUST_00730,MER_0039,1305.57,INR,UPI,SBI,2026-08-06 13:00:00,success,,True,False
TXN_001364,CUST_00659,MER_0008,1329.07,INR,NetBanking,ICICI,2026-07-01 15:28:00,success,,True,False
TXN_001365,CUST_00203,MER_0024,591.79,INR,Card,KOTAK,2026-07-08 09:04:00,failed,authentication_failure,True,True
