attempt_id,transaction_id,attempt_number,attempt_time,payment_method,failure_reason,response_code,processing_time_ms,status
ATT_0000966,TXN_002448,1,2026-07-10 18:44:00,NetBanking,bank_timeout,TIMEOUT,4100,failed
ATT_0000967,TXN_002454,1,2026-07-28 02:16:00,UPI,bank_timeout,TIMEOUT,4959,failed
ATT_0000968,TXN_002457,1,2026-07-17 11:46:00,UPI,bank_timeout,TIMEOUT,2636,failed
ATT_0000969,TXN_002457,2,2026-07-17 12:35:00,UPI,bank_timeout,TIMEOUT,3744,failed
ATT_0000970,TXN_002460,1,2026-07-27 04:15:00,NetBanking,bank_timeout,TIMEOUT,3832,failed
ATT_0000971,TXN_002465,1,2026-08-15 14:05:00,Card,expired_card,CARD_EXPIRED,3777,failed
ATT_0000972,TXN_002468,1,2026-08-12 03:04:00,Wallet,network_error,NETWORK_ERROR,3586,failed
ATT_0000973,TXN_002469,1,2026-07-11 09:51:00,UPI,bank_timeout,TIMEOUT,1916,failed
ATT_0000974,TXN_002474,1,2026-08-25 09:08:00,UPI,authentication_failure,AUTH_FAILED,2160,failed
ATT_0000975,TXN_002475,1,2026-08-20 00:21:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,2804,failed
ATT_0000976,TXN_002478,1,2026-07-11 04:22:00,Card,authentication_failure,AUTH_FAILED,2820,failed
ATT_0000977,TXN_002481,1,2026-07-24 14:02:00,NetBanking,bank_declined,BANK_DECLINED,1090,failed
ATT_0000978,TXN_002482,1,2026-08-05 17:25:00,Card,authentication_failure,AUTH_FAILED,2707,failed
ATT_0000979,TXN_002487,1,2026-07-17 09:39:00,Card,authentication_failure,AUTH_FAILED,2948,failed
ATT_0000980,TXN_002489,1,2026-08-04 22:09:00,Card,authentication_failure,AUTH_FAILED,1407,failed
ATT_0000981,TXN_002493,1,2026-08-05 12:16:00,NetBanking,bank_timeout,TIMEOUT,2350,failed
ATT_0000982,TXN_002493,2,2026-08-05 12:57:00,NetBanking,bank_timeout,TIMEOUT,1769,failed
ATT_0000983,TXN_002499,1,2026-08-14 02:35:00,Wallet,bank_declined,BANK_DECLINED,3832,failed
ATT_0000984,TXN_002499,2,2026-08-14 02:55:00,Wallet,bank_declined,BANK_DECLINED,3707,failed
ATT_0000985,TXN_002506,1,2026-07-23 16:42:00,UPI,network_error,NETWORK_ERROR,1283,failed
ATT_0000986,TXN_002507,1,2026-07-27 20:38:00,Wallet,bank_declined,BANK_DECLINED,630,failed
ATT_0000987,TXN_002507,2,2026-07-27 20:49:00,Wallet,bank_declined,BANK_DECLINED,2870,failed
ATT_0000988,TXN_002515,1,2026-07-03 07:02:00,UPI,network_error,NETWORK_ERROR,2612,failed
ATT_0000989,TXN_002516,1,2026-07-20 10:21:00,NetBanking,network_error,NETWORK_ERROR,580,failed
ATT_0000990,TXN_002521,1,2026-08-05 23:56:00,UPI,network_error,NETWORK_ERROR,1963,failed
ATT_0000991,TXN_002522,1,2026-08-23 23:14:00,UPI,bank_timeout,TIMEOUT,2551,failed
ATT_0000992,TXN_002522,2,2026-08-24 00:07:00,UPI,bank_timeout,TIMEOUT,4046,failed
ATT_0000993,TXN_002523,1,2026-07-13 15:40:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,1178,failed
ATT_0000994,TXN_002528,1,2026-08-01 17:44:00,NetBanking,bank_timeout,TIMEOUT,324,failed
ATT_0000995,TXN_002528,2,2026-08-01 18:11:00,NetBanking,bank_timeout,TIMEOUT,1978,failed
ATT_0000996,TXN_002528,3,2026-08-01 19:02:00,NetBanking,bank_timeout,TIMEOUT,2690,failed
ATT_0000997,TXN_002529,1,2026-08-15 16:05:00,Wallet,bank_declined,BANK_DECLINED,3363,failed
ATT_0000998,TXN_002533,1,2026-07-21 01:31:00,UPI,bank_timeout,TIMEOUT,3590,failed
ATT_0000999,TXN_002535,1,2026-07-03 03:44:00,UPI,authentication_failure,AUTH_FAILED,1923,failed
ATT_0001000,TXN_002539,1,2026-07-23 21:38:00,Wallet,bank_declined,BANK_DECLINED,1463,failed
ATT_0001001,TXN_002540,1,2026-07-10 16:53:00,UPI,bank_timeout,TIMEOUT,2528,failed
ATT_0001002,TXN_002549,1,2026-08-16 01:10:00,Wallet,network_error,NETWORK_ERROR,2117,failed
ATT_0001003,TXN_002549,2,2026-08-16 02:04:00,Wallet,network_error,NETWORK_ERROR,3997,failed
ATT_0001004,TXN_002551,1,2026-07-07 12:51:00,Card,expired_card,CARD_EXPIRED,621,failed
ATT_0001005,TXN_002555,1,2026-07-26 07:30:00,UPI,bank_declined,BANK_DECLINED,636,failed
ATT_0001006,TXN_002558,1,2026-07-27 13:26:00,UPI,bank_declined,BANK_DECLINED,3243,failed
ATT_0001007,TXN_002559,1,2026-07-26 01:55:00,Card,authentication_failure,AUTH_FAILED,3199,failed
ATT_0001008,TXN_002559,2,2026-07-26 02:24:00,Card,authentication_failure,AUTH_FAILED,3984,failed
ATT_0001009,TXN_002559,3,2026-07-26 02:57:00,Card,authentication_failure,AUTH_FAILED,986,failed
ATT_0001010,TXN_002562,1,2026-08-24 06:19:00,Card,authentication_failure,AUTH_FAILED,425,failed
ATT_0001011,TXN_002564,1,2026-07-01 05:10:00,UPI,authentication_failure,AUTH_FAILED,3368,failed
ATT_0001012,TXN_002565,1,2026-07-20 12:32:00,UPI,authentication_failure,AUTH_FAILED,1399,failed
ATT_0001013,TXN_002565,2,2026-07-20 13:01:00,UPI,authentication_failure,AUTH_FAILED,3268,failed
ATT_0001014,TXN_002568,1,2026-08-21 21:05:00,NetBanking,bank_timeout,TIMEOUT,4132,failed
ATT_0001015,TXN_002569,1,2026-07-03 07:45:00,UPI,bank_timeout,TIMEOUT,4756,failed
ATT_0001016,TXN_002570,1,2026-08-15 07:59:00,Wallet,bank_declined,BANK_DECLINED,3839,failed
ATT_0001017,TXN_002572,1,2026-07-30 18:13:00,UPI,bank_timeout,TIMEOUT,3342,failed
ATT_0001018,TXN_002574,1,2026-07-14 15:22:00,UPI,bank_declined,BANK_DECLINED,2031,failed
ATT_0001019,TXN_002575,1,2026-07-19 03:03:00,UPI,bank_declined,BANK_DECLINED,1986,failed
ATT_0001020,TXN_002575,2,2026-07-19 03:18:00,UPI,bank_declined,BANK_DECLINED,3644,failed
ATT_0001021,TXN_002577,1,2026-08-23 01:27:00,UPI,authentication_failure,AUTH_FAILED,925,failed
ATT_0001022,TXN_002578,1,2026-07-02 02:14:00,UPI,bank_timeout,TIMEOUT,3251,failed
ATT_0001023,TXN_002579,1,2026-07-18 17:23:00,NetBanking,bank_timeout,TIMEOUT,357,failed
ATT_0001024,TXN_002583,1,2026-07-18 21:14:00,NetBanking,authentication_failure,AUTH_FAILED,3071,failed
ATT_0001025,TXN_002583,2,2026-07-18 21:40:00,NetBanking,authentication_failure,AUTH_FAILED,4998,failed
ATT_0001026,TXN_002583,3,2026-07-18 22:12:00,NetBanking,authentication_failure,AUTH_FAILED,3817,failed
ATT_0001027,TXN_002586,1,2026-07-15 12:30:00,NetBanking,bank_timeout,TIMEOUT,4947,failed
ATT_0001028,TXN_002592,1,2026-07-06 08:21:00,UPI,bank_timeout,TIMEOUT,3757,failed
ATT_0001029,TXN_002592,2,2026-07-06 08:28:00,UPI,bank_timeout,TIMEOUT,3676,failed
ATT_0001030,TXN_002596,1,2026-07-29 00:32:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,2040,failed
ATT_0001031,TXN_002598,1,2026-07-24 11:02:00,Card,bank_declined,BANK_DECLINED,3340,failed
ATT_0001032,TXN_002599,1,2026-08-12 01:57:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,4752,failed
ATT_0001033,TXN_002603,1,2026-07-31 04:23:00,NetBanking,authentication_failure,AUTH_FAILED,4195,failed
ATT_0001034,TXN_002606,1,2026-07-02 14:09:00,UPI,bank_timeout,TIMEOUT,3299,failed
ATT_0001035,TXN_002608,1,2026-07-28 17:24:00,UPI,authentication_failure,AUTH_FAILED,2393,failed
ATT_0001036,TXN_002608,2,2026-07-28 17:29:00,UPI,authentication_failure,AUTH_FAILED,2147,failed
ATT_0001037,TXN_002609,1,2026-07-15 22:39:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,3445,failed
ATT_0001038,TXN_002609,2,2026-07-15 23:35:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,3870,failed
ATT_0001039,TXN_002610,1,2026-07-30 19:57:00,NetBanking,bank_declined,BANK_DECLINED,2714,failed
ATT_0001040,TXN_002611,1,2026-08-13 17:57:00,UPI,authentication_failure,AUTH_FAILED,4591,failed
ATT_0001041,TXN_002613,1,2026-08-01 16:32:00,UPI,bank_timeout,TIMEOUT,607,failed
ATT_0001042,TXN_002614,1,2026-07-31 20:55:00,Card,network_error,NETWORK_ERROR,2078,failed
ATT_0001043,TXN_002614,2,2026-07-31 21:29:00,Card,network_error,NETWORK_ERROR,1528,failed
ATT_0001044,TXN_002615,1,2026-08-16 00:49:00,Wallet,bank_timeout,TIMEOUT,2767,failed
ATT_0001045,TXN_002615,2,2026-08-16 01:16:00,Wallet,bank_timeout,TIMEOUT,4978,failed
ATT_0001046,TXN_002616,1,2026-08-20 19:35:00,UPI,bank_declined,BANK_DECLINED,702,failed
ATT_0001047,TXN_002617,1,2026-07-18 23:25:00,UPI,bank_timeout,TIMEOUT,247,failed
ATT_0001048,TXN_002617,2,2026-07-18 23:43:00,UPI,bank_timeout,TIMEOUT,4472,failed
ATT_0001049,TXN_002617,3,2026-07-19 00:15:00,UPI,bank_timeout,TIMEOUT,1365,failed
ATT_0001050,TXN_002618,1,2026-07-07 03:32:00,UPI,authentication_failure,AUTH_FAILED,268,failed
ATT_0001051,TXN_002623,1,2026-07-01 16:15:00,UPI,bank_timeout,TIMEOUT,3999,failed
ATT_0001052,TXN_002630,1,2026-07-10 22:00:00,Card,network_error,NETWORK_ERROR,1309,failed
ATT_0001053,TXN_002636,1,2026-08-23 23:45:00,UPI,bank_timeout,TIMEOUT,298,failed
ATT_0001054,TXN_002637,1,2026-07-07 06:51:00,Wallet,insufficient_funds,INSUFFICIENT_FUNDS,1482,failed
ATT_0001055,TXN_002640,1,2026-08-25 23:18:00,Wallet,network_error,NETWORK_ERROR,1453,failed
ATT_0001056,TXN_002640,2,2026-08-26 00:15:00,Wallet,network_error,NETWORK_ERROR,2809,failed
ATT_0001057,TXN_002642,1,2026-08-04 20:16:00,Wallet,bank_timeout,TIMEOUT,4307,failed
ATT_0001058,TXN_002646,1,2026-07-07 23:18:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,2864,failed
ATT_0001059,TXN_002647,1,2026-08-19 23:24:00,NetBanking,authentication_failure,AUTH_FAILED,4496,failed
ATT_0001060,TXN_002647,2,2026-08-20 00:05:00,NetBanking,authentication_failure,AUTH_FAILED,3957,failed
ATT_0001061,TXN_002648,1,2026-08-12 05:50:00,UPI,bank_declined,BANK_DECLINED,647,failed
ATT_0001062,TXN_002649,1,2026-08-17 02:28:00,UPI,network_error,NETWORK_ERROR,207,failed
ATT_0001063,TXN_002651,1,2026-07-09 16:08:00,UPI,authentication_failure,AUTH_FAILED,1954,failed
ATT_0001064,TXN_002655,1,2026-07-01 22:15:00,UPI,bank_timeout,TIMEOUT,2584,failed
ATT_0001065,TXN_002655,2,2026-07-01 23:10:00,UPI,bank_timeout,TIMEOUT,2416,failed
ATT_0001066,TXN_002655,3,2026-07-01 23:35:00,UPI,bank_timeout,TIMEOUT,3939,failed
ATT_0001067,TXN_002657,1,2026-08-17 14:45:00,NetBanking,bank_declined,BANK_DECLINED,3852,failed
ATT_0001068,TXN_002658,1,2026-08-21 08:56:00,Card,expired_card,CARD_EXPIRED,4800,failed
ATT_0001069,TXN_002662,1,2026-08-11 23:07:00,UPI,bank_declined,BANK_DECLINED,1733,failed
ATT_0001070,TXN_002664,1,2026-07-21 09:47:00,Card,network_error,NETWORK_ERROR,2878,failed
ATT_0001071,TXN_002668,1,2026-08-01 02:39:00,UPI,bank_declined,BANK_DECLINED,2721,failed
ATT_0001072,TXN_002673,1,2026-08-17 13:53:00,UPI,bank_timeout,TIMEOUT,366,failed
ATT_0001073,TXN_002674,1,2026-07-16 23:00:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,568,failed
ATT_0001074,TXN_002676,1,2026-07-15 22:08:00,UPI,network_error,NETWORK_ERROR,3517,failed
ATT_0001075,TXN_002678,1,2026-08-26 19:18:00,Wallet,insufficient_funds,INSUFFICIENT_FUNDS,341,failed
ATT_0001076,TXN_002679,1,2026-08-11 15:47:00,Card,bank_declined,BANK_DECLINED,1847,failed
ATT_0001077,TXN_002684,1,2026-07-06 05:29:00,UPI,network_error,NETWORK_ERROR,4335,failed
ATT_0001078,TXN_002707,1,2026-07-19 07:51:00,NetBanking,authentication_failure,AUTH_FAILED,1392,failed
ATT_0001079,TXN_002708,1,2026-07-21 02:18:00,UPI,authentication_failure,AUTH_FAILED,1019,failed
ATT_0001080,TXN_002709,1,2026-07-01 12:57:00,UPI,bank_timeout,TIMEOUT,2031,failed
ATT_0001081,TXN_002714,1,2026-08-11 05:47:00,Card,authentication_failure,AUTH_FAILED,2539,failed
ATT_0001082,TXN_002714,2,2026-08-11 05:54:00,Card,authentication_failure,AUTH_FAILED,3151,failed
ATT_0001083,TXN_002719,1,2026-08-03 17:36:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,2914,failed
ATT_0001084,TXN_002720,1,2026-07-23 15:12:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,2267,failed
ATT_0001085,TXN_002721,1,2026-08-07 03:49:00,Wallet,bank_timeout,TIMEOUT,730,failed
ATT_0001086,TXN_002721,2,2026-08-07 04:28:00,Wallet,bank_timeout,TIMEOUT,2200,failed
ATT_0001087,TXN_002724,1,2026-07-13 22:15:00,UPI,authentication_failure,AUTH_FAILED,1360,failed
ATT_0001088,TXN_002734,1,2026-07-22 10:04:00,UPI,network_error,NETWORK_ERROR,2424,failed
ATT_0001089,TXN_002734,2,2026-07-22 10:09:00,UPI,network_error,NETWORK_ERROR,1096,failed
ATT_0001090,TXN_002734,3,2026-07-22 10:53:00,UPI,network_error,NETWORK_ERROR,1265,failed
ATT_0001091,TXN_002737,1,2026-08-08 01:03:00,NetBanking,bank_declined,BANK_DECLINED,2135,failed
ATT_0001092,TXN_002737,2,2026-08-08 01:35:00,NetBanking,bank_declined,BANK_DECLINED,3012,failed
ATT_0001093,TXN_002738,1,2026-08-05 13:56:00,Wallet,bank_timeout,TIMEOUT,3962,failed
ATT_0001094,TXN_002740,1,2026-08-10 10:28:00,Card,authentication_failure,AUTH_FAILED,4180,failed
ATT_0001095,TXN_002745,1,2026-08-23 10:10:00,UPI,authentication_failure,AUTH_FAILED,2923,failed
ATT_0001096,TXN_002749,1,2026-07-06 22:59:00,UPI,bank_declined,BANK_DECLINED,896,failed
ATT_0001097,TXN_002749,2,2026-07-06 23:54:00,UPI,bank_declined,BANK_DECLINED,1522,failed
ATT_0001098,TXN_002752,1,2026-07-12 16:06:00,Card,expired_card,CARD_EXPIRED,4293,failed
ATT_0001099,TXN_002768,1,2026-08-13 21:04:00,NetBanking,bank_timeout,TIMEOUT,410,failed
ATT_0001100,TXN_002769,1,2026-07-04 02:55:00,Card,bank_declined,BANK_DECLINED,1111,failed
ATT_0001101,TXN_002770,1,2026-07-10 18:43:00,NetBanking,network_error,NETWORK_ERROR,770,failed
ATT_0001102,TXN_002770,2,2026-07-10 18:50:00,NetBanking,network_error,NETWORK_ERROR,4580,failed
ATT_0001103,TXN_002771,1,2026-07-14 15:47:00,UPI,bank_declined,BANK_DECLINED,3835,failed
ATT_0001104,TXN_002776,1,2026-07-05 19:16:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,3156,failed
ATT_0001105,TXN_002776,2,2026-07-05 19:30:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,655,failed
ATT_0001106,TXN_002779,1,2026-07-19 11:05:00,UPI,bank_declined,BANK_DECLINED,3309,failed
ATT_0001107,TXN_002780,1,2026-08-02 18:44:00,UPI,authentication_failure,AUTH_FAILED,1561,failed
ATT_0001108,TXN_002781,1,2026-08-26 09:50:00,Card,bank_declined,BANK_DECLINED,330,failed
ATT_0001109,TXN_002784,1,2026-08-08 08:44:00,Wallet,insufficient_funds,INSUFFICIENT_FUNDS,216,failed
ATT_0001110,TXN_002785,1,2026-08-17 08:10:00,UPI,network_error,NETWORK_ERROR,3692,failed
ATT_0001111,TXN_002786,1,2026-08-01 08:19:00,UPI,bank_timeout,TIMEOUT,857,failed
ATT_0001112,TXN_002786,2,2026-08-01 09:08:00,UPI,bank_timeout,TIMEOUT,1819,failed
ATT_0001113,TXN_002787,1,2026-08-05 01:22:00,UPI,network_error,NETWORK_ERROR,725,failed
ATT_0001114,TXN_002789,1,2026-07-05 22:55:00,UPI,bank_timeout,TIMEOUT,3773,failed
ATT_0001115,TXN_002790,1,2026-07-26 16:56:00,UPI,bank_timeout,TIMEOUT,4117,failed
ATT_0001116,TXN_002790,2,2026-07-26 17:06:00,UPI,bank_timeout,TIMEOUT,242,failed
ATT_0001117,TXN_002790,3,2026-07-26 18:05:00,UPI,bank_timeout,TIMEOUT,1933,failed
ATT_0001118,TXN_002796,1,2026-08-18 07:19:00,UPI,bank_timeout,TIMEOUT,779,failed
ATT_0001119,TXN_002798,1,2026-07-25 07:06:00,NetBanking,network_error,NETWORK_ERROR,3448,failed
ATT_0001120,TXN_002801,1,2026-07-18 22:24:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,3477,failed
ATT_0001121,TXN_002804,1,2026-08-04 23:52:00,UPI,network_error,NETWORK_ERROR,1072,failed
ATT_0001122,TXN_002809,1,2026-07-31 09:06:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,3896,failed
ATT_0001123,TXN_002810,1,2026-07-26 01:29:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,2356,failed
ATT_0001124,TXN_002812,1,2026-07-25 04:04:00,UPI,network_error,NETWORK_ERROR,4380,failed
ATT_0001125,TXN_002815,1,2026-08-01 15:30:00,Wallet,bank_timeout,TIMEOUT,2728,failed
ATT_0001126,TXN_002815,2,2026-08-01 15:52:00,Wallet,bank_timeout,TIMEOUT,2918,failed
ATT_0001127,TXN_002816,1,2026-07-02 00:21:00,UPI,bank_timeout,TIMEOUT,1396,failed
ATT_0001128,TXN_002823,1,2026-07-31 16:01:00,UPI,bank_declined,BANK_DECLINED,4871,failed
ATT_0001129,TXN_002826,1,2026-07-11 17:20:00,UPI,bank_timeout,TIMEOUT,697,failed
ATT_0001130,TXN_002826,2,2026-07-11 18:06:00,UPI,bank_timeout,TIMEOUT,3810,failed
ATT_0001131,TXN_002828,1,2026-07-14 19:00:00,NetBanking,bank_timeout,TIMEOUT,896,failed
ATT_0001132,TXN_002839,1,2026-08-01 19:46:00,Wallet,insufficient_funds,INSUFFICIENT_FUNDS,3277,failed
ATT_0001133,TXN_002841,1,2026-08-25 16:53:00,UPI,bank_declined,BANK_DECLINED,2906,failed
ATT_0001134,TXN_002844,1,2026-07-22 03:17:00,UPI,bank_declined,BANK_DECLINED,1509,failed
ATT_0001135,TXN_002851,1,2026-07-15 05:51:00,NetBanking,bank_declined,BANK_DECLINED,4367,failed
ATT_0001136,TXN_002858,1,2026-07-04 07:38:00,UPI,bank_declined,BANK_DECLINED,3191,failed
ATT_0001137,TXN_002860,1,2026-08-16 13:08:00,Card,authentication_failure,AUTH_FAILED,3424,failed
ATT_0001138,TXN_002864,1,2026-08-14 13:53:00,UPI,authentication_failure,AUTH_FAILED,1944,failed
ATT_0001139,TXN_002864,2,2026-08-14 14:29:00,UPI,authentication_failure,AUTH_FAILED,1597,failed
ATT_0001140,TXN_002866,1,2026-08-07 10:40:00,UPI,bank_timeout,TIMEOUT,2338,failed
ATT_0001141,TXN_002866,2,2026-08-07 10:57:00,UPI,bank_timeout,TIMEOUT,1715,failed
ATT_0001142,TXN_002867,1,2026-08-26 17:39:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,4138,failed
ATT_0001143,TXN_002870,1,2026-08-10 13:13:00,Card,bank_declined,BANK_DECLINED,935,failed
ATT_0001144,TXN_002870,2,2026-08-10 13:41:00,Card,bank_declined,BANK_DECLINED,4159,failed
ATT_0001145,TXN_002871,1,2026-07-11 15:02:00,UPI,bank_timeout,TIMEOUT,3661,failed
ATT_0001146,TXN_002872,1,2026-08-03 19:08:00,UPI,bank_declined,BANK_DECLINED,3989,failed
ATT_0001147,TXN_002873,1,2026-08-13 07:25:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,4914,failed
ATT_0001148,TXN_002877,1,2026-07-28 08:29:00,Card,expired_card,CARD_EXPIRED,4473,failed
ATT_0001149,TXN_002877,2,2026-07-28 08:55:00,Card,expired_card,CARD_EXPIRED,1667,failed
ATT_0001150,TXN_002880,1,2026-07-19 00:21:00,Card,expired_card,CARD_EXPIRED,3164,failed
ATT_0001151,TXN_002883,1,2026-08-12 15:59:00,UPI,bank_declined,BANK_DECLINED,4286,failed
ATT_0001152,TXN_002884,1,2026-08-12 13:30:00,Wallet,bank_timeout,TIMEOUT,3679,failed
ATT_0001153,TXN_002886,1,2026-08-10 23:36:00,Card,expired_card,CARD_EXPIRED,4117,failed
ATT_0001154,TXN_002886,2,2026-08-11 00:08:00,Card,expired_card,CARD_EXPIRED,627,failed
ATT_0001155,TXN_002886,3,2026-08-11 01:03:00,Card,expired_card,CARD_EXPIRED,340,failed
ATT_0001156,TXN_002895,1,2026-07-21 02:05:00,UPI,bank_timeout,TIMEOUT,2447,failed
ATT_0001157,TXN_002895,2,2026-07-21 02:35:00,UPI,bank_timeout,TIMEOUT,1504,failed
ATT_0001158,TXN_002897,1,2026-07-23 13:20:00,NetBanking,bank_timeout,TIMEOUT,2854,failed
ATT_0001159,TXN_002900,1,2026-07-06 06:35:00,NetBanking,bank_declined,BANK_DECLINED,3468,failed
ATT_0001160,TXN_002900,2,2026-07-06 07:24:00,NetBanking,bank_declined,BANK_DECLINED,2714,failed
ATT_0001161,TXN_002904,1,2026-07-01 00:55:00,UPI,bank_timeout,TIMEOUT,405,failed
ATT_0001162,TXN_002907,1,2026-08-20 12:58:00,NetBanking,network_error,NETWORK_ERROR,1973,failed
ATT_0001163,TXN_002907,2,2026-08-20 13:56:00,NetBanking,network_error,NETWORK_ERROR,4871,failed
ATT_0001164,TXN_002918,1,2026-07-04 22:10:00,UPI,bank_timeout,TIMEOUT,2034,failed
ATT_0001165,TXN_002918,2,2026-07-04 23:10:00,UPI,bank_timeout,TIMEOUT,1965,failed
ATT_0001166,TXN_002922,1,2026-07-25 21:37:00,NetBanking,bank_declined,BANK_DECLINED,2966,failed
ATT_0001167,TXN_002923,1,2026-08-20 14:39:00,UPI,bank_timeout,TIMEOUT,4711,failed
ATT_0001168,TXN_002923,2,2026-08-20 15:33:00,UPI,bank_timeout,TIMEOUT,259,failed
ATT_0001169,TXN_002923,3,2026-08-20 15:54:00,UPI,bank_timeout,TIMEOUT,2239,failed
ATT_0001170,TXN_002925,1,2026-08-23 08:17:00,UPI,network_error,NETWORK_ERROR,3459,failed
ATT_0001171,TXN_002927,1,2026-08-08 19:02:00,UPI,bank_declined,BANK_DECLINED,4140,failed
ATT_0001172,TXN_002928,1,2026-08-09 22:42:00,UPI,bank_declined,BANK_DECLINED,3681,failed
ATT_0001173,TXN_002932,1,2026-08-07 00:36:00,NetBanking,bank_declined,BANK_DECLINED,844,failed
ATT_0001174,TXN_002932,2,2026-08-07 00:48:00,NetBanking,bank_declined,BANK_DECLINED,3346,failed
ATT_0001175,TXN_002939,1,2026-07-29 06:14:00,Card,network_error,NETWORK_ERROR,2015,failed
ATT_0001176,TXN_002940,1,2026-07-24 14:11:00,UPI,bank_declined,BANK_DECLINED,1374,failed
ATT_0001177,TXN_002941,1,2026-08-26 19:57:00,UPI,bank_timeout,TIMEOUT,765,failed
ATT_0001178,TXN_002942,1,2026-08-02 07:50:00,Wallet,insufficient_funds,INSUFFICIENT_FUNDS,4096,failed
ATT_0001179,TXN_002943,1,2026-07-03 05:12:00,Card,authentication_failure,AUTH_FAILED,4785,failed
ATT_0001180,TXN_002944,1,2026-07-07 22:20:00,Card,authentication_failure,AUTH_FAILED,3495,failed
ATT_0001181,TXN_002944,2,2026-07-07 22:47:00,Card,authentication_failure,AUTH_FAILED,3944,failed
ATT_0001182,TXN_002948,1,2026-07-19 06:29:00,UPI,bank_timeout,TIMEOUT,4713,failed
ATT_0001183,TXN_002964,1,2026-08-21 04:34:00,UPI,network_error,NETWORK_ERROR,1948,failed
ATT_0001184,TXN_002965,1,2026-07-14 07:20:00,Card,authentication_failure,AUTH_FAILED,3746,failed
ATT_0001185,TXN_002966,1,2026-08-16 18:03:00,UPI,network_error,NETWORK_ERROR,2245,failed
ATT_0001186,TXN_002966,2,2026-08-16 18:08:00,UPI,network_error,NETWORK_ERROR,3910,failed
ATT_0001187,TXN_002967,1,2026-07-26 00:34:00,NetBanking,authentication_failure,AUTH_FAILED,1416,failed
ATT_0001188,TXN_002973,1,2026-07-07 06:24:00,UPI,bank_declined,BANK_DECLINED,2420,failed
ATT_0001189,TXN_002975,1,2026-07-12 04:15:00,UPI,network_error,NETWORK_ERROR,305,failed
ATT_0001190,TXN_002982,1,2026-08-07 12:01:00,Wallet,insufficient_funds,INSUFFICIENT_FUNDS,2589,failed
ATT_0001191,TXN_002984,1,2026-07-03 03:17:00,UPI,bank_timeout,TIMEOUT,2468,failed
ATT_0001192,TXN_002984,2,2026-07-03 03:33:00,UPI,bank_timeout,TIMEOUT,1778,failed
ATT_0001193,TXN_002984,3,2026-07-03 04:04:00,UPI,bank_timeout,TIMEOUT,2207,failed
ATT_0001194,TXN_002985,1,2026-08-08 00:33:00,UPI,authentication_failure,AUTH_FAILED,2198,failed
ATT_0001195,TXN_002985,2,2026-08-08 01:30:00,UPI,authentication_failure,AUTH_FAILED,3920,failed
ATT_0001196,TXN_002992,1,2026-08-09 06:45:00,NetBanking,authentication_failure,AUTH_FAILED,935,failed
ATT_0001197,TXN_002996,1,2026-08-25 20:15:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,2374,failed
ATT_0001198,TXN_002996,2,2026-08-25 20:51:00,Card,insufficient_funds,INSUFFICIENT_FUNDS,568,failed
ATT_0001199,TXN_003001,1,2026-08-10 04:26:00,Card,bank_declined,BANK_DECLINED,4730,failed
ATT_0001200,TXN_003004,1,2026-08-04 07:32:00,UPI,network_error,NETWORK_ERROR,1140,failed
ATT_0001201,TXN_003006,1,2026-07-04 09:34:00,UPI,bank_timeout,TIMEOUT,2259,failed
ATT_0001202,TXN_003006,2,2026-07-04 10:32:00,UPI,bank_timeout,TIMEOUT,390,failed
ATT_0001203,TXN_003007,1,2026-07-24 17:42:00,NetBanking,network_error,NETWORK_ERROR,3382,failed
ATT_0001204,TXN_003010,1,2026-08-15 19:46:00,UPI,bank_declined,BANK_DECLINED,3723,failed
ATT_0001205,TXN_003011,1,2026-07-08 13:30:00,NetBanking,network_error,NETWORK_ERROR,1806,failed
ATT_0001206,TXN_003013,1,2026-08-03 20:19:00,UPI,bank_timeout,TIMEOUT,1652,failed
ATT_0001207,TXN_003013,2,2026-08-03 20:50:00,UPI,bank_timeout,TIMEOUT,409,failed
ATT_0001208,TXN_003025,1,2026-07-01 06:40:00,Card,expired_card,CARD_EXPIRED,3344,failed
ATT_0001209,TXN_003025,2,2026-07-01 07:36:00,Card,expired_card,CARD_EXPIRED,2249,failed
ATT_0001210,TXN_003028,1,2026-07-12 21:27:00,UPI,bank_declined,BANK_DECLINED,1415,failed
ATT_0001211,TXN_003028,2,2026-07-12 21:59:00,UPI,bank_declined,BANK_DECLINED,593,failed
