transaction_id,recovery_eligible,recovery_action,recovery_probability,recovered,recovered_amount,intervention_cost,recovery_time_minutes
TXN_001448,True,retry_later,0.709,True,2808.57,0.25,137.0
TXN_001450,True,retry_now,0.9418,True,2318.64,0.5,89.0
TXN_001452,True,retry_now,0.97,False,0.0,0.5,
TXN_001461,True,retry_later,0.5618,True,4308.91,0.25,69.0
TXN_001462,True,retry_later,0.6532,False,0.0,0.25,
TXN_001463,False,stop,0.1512,False,0.0,0.0,
TXN_001464,True,retry_later,0.5909,False,0.0,0.25,
TXN_001465,True,retry_now,0.97,True,1886.31,0.5,138.0
TXN_001469,True,alternate_payment,0.3105,False,0.0,0.3,
TXN_001475,True,retry_later,0.5551,False,0.0,0.25,
TXN_001476,True,retry_now,0.8714,True,2327.31,0.5,135.0
TXN_001480,True,escalate,0.3299,False,0.0,10.0,
TXN_001482,True,retry_later,0.652,False,0.0,0.25,
TXN_001483,False,alternate_payment,0.1119,False,0.0,0.3,
TXN_001484,True,stop,0.575,False,0.0,0.0,
TXN_001492,True,retry_later,0.5413,True,3305.43,0.25,103.0
TXN_001496,True,retry_now,0.8742,True,5068.39,0.5,147.0
TXN_001501,True,escalate,0.3193,False,0.0,10.0,
TXN_001511,True,retry_later,0.7574,True,2538.8,0.25,123.0
TXN_001514,True,retry_later,0.6027,False,0.0,0.25,
TXN_001516,True,retry_later,0.6111,True,6853.51,0.25,163.0
TXN_001518,True,retry_now,0.9301,True,3222.94,0.5,21.0
TXN_001519,True,escalate,0.4161,False,0.0,10.0,
TXN_001520,True,send_reminder,0.4707,False,0.0,0.1,
TXN_001522,True,send_reminder,0.5417,False,0.0,0.1,
TXN_001523,True,retry_now,0.8661,True,9067.86,0.5,92.0
TXN_001524,True,retry_later,0.6072,True,993.47,0.25,67.0
TXN_001538,True,escalate,0.4316,False,0.0,10.0,
TXN_001545,True,retry_later,0.663,False,0.0,0.25,
TXN_001549,True,retry_later,0.4778,False,0.0,0.25,
TXN_001551,True,alternate_payment,0.2315,False,0.0,0.3,
TXN_001552,True,escalate,0.292,False,0.0,10.0,
TXN_001553,True,retry_later,0.5065,True,1612.99,0.25,98.0
TXN_001556,True,retry_later,0.516,False,0.0,0.25,
TXN_001564,True,retry_later,0.664,True,786.05,0.25,131.0
TXN_001570,True,retry_now,0.8658,False,0.0,0.5,
TXN_001571,True,retry_later,0.6125,True,2875.0,0.25,167.0
TXN_001572,True,retry_later,0.6452,True,670.01,0.25,160.0
TXN_001574,True,send_reminder,0.5311,False,0.0,0.1,
TXN_001575,True,escalate,0.2347,True,23195.73,10.0,56.0
TXN_001577,True,escalate,0.296,False,0.0,10.0,
TXN_001578,True,retry_later,0.7504,True,3527.05,0.25,26.0
TXN_001580,True,stop,0.7179,False,0.0,0.0,
TXN_001581,True,retry_now,0.9016,True,3494.37,0.5,25.0
TXN_001583,True,retry_later,0.7839,True,4446.71,0.25,20.0
TXN_001589,True,retry_later,0.485,False,0.0,0.25,
TXN_001590,True,escalate,0.2191,False,0.0,10.0,
TXN_001592,True,stop,0.2015,False,0.0,0.0,
TXN_001593,True,alternate_payment,0.3208,True,1708.28,0.3,98.0
TXN_001594,False,alternate_payment,0.1968,True,1825.31,0.3,9.0
TXN_001598,True,retry_later,0.4514,True,1396.1,0.25,43.0
TXN_001600,True,retry_later,0.4677,False,0.0,0.25,
TXN_001601,False,alternate_payment,0.1087,False,0.0,0.3,
TXN_001613,True,send_reminder,0.53,True,2585.89,0.1,136.0
TXN_001615,True,retry_later,0.7925,True,7192.96,0.25,144.0
TXN_001616,True,escalate,0.4133,False,0.0,10.0,
TXN_001617,True,retry_later,0.5631,True,1928.71,0.25,63.0
TXN_001618,True,send_reminder,0.7107,True,2079.16,0.1,8.0
TXN_001622,True,stop,0.7567,False,0.0,0.0,
TXN_001623,True,retry_later,0.8256,False,0.0,0.25,
TXN_001627,True,escalate,0.2397,False,0.0,10.0,
TXN_001629,True,send_reminder,0.5923,True,2881.55,0.1,66.0
TXN_001630,True,retry_later,0.6106,False,0.0,0.25,
TXN_001631,True,escalate,0.4004,False,0.0,10.0,
TXN_001634,True,send_reminder,0.6065,True,2445.07,0.1,8.0
TXN_001639,True,escalate,0.2788,False,0.0,10.0,
TXN_001655,True,escalate,0.2297,True,5389.1,10.0,30.0
TXN_001656,True,stop,0.2743,False,0.0,0.0,
TXN_001658,True,retry_later,0.8426,True,2610.6,0.25,26.0
TXN_001665,True,retry_later,0.6719,True,2003.99,0.25,99.0
TXN_001667,True,retry_later,0.6889,False,0.0,0.25,
TXN_001682,True,escalate,0.3799,True,15982.68,10.0,47.0
TXN_001684,True,escalate,0.3371,False,0.0,10.0,
TXN_001685,True,escalate,0.3732,True,3013.45,10.0,45.0
TXN_001693,False,alternate_payment,0.1351,False,0.0,0.3,
TXN_001695,True,send_reminder,0.5787,True,1123.5,0.1,145.0
TXN_001701,False,stop,0.188,False,0.0,0.0,
TXN_001703,True,escalate,0.2777,False,0.0,10.0,
TXN_001705,True,escalate,0.3104,True,10778.6,10.0,64.0
TXN_001706,False,alternate_payment,0.0984,False,0.0,0.3,
TXN_001708,True,retry_later,0.8278,True,4797.35,0.25,17.0
TXN_001710,True,retry_later,0.7516,True,813.44,0.25,109.0
TXN_001713,True,escalate,0.4127,False,0.0,10.0,
TXN_001715,True,escalate,0.313,False,0.0,10.0,
TXN_001719,True,retry_later,0.677,True,7693.03,0.25,159.0
TXN_001723,False,alternate_payment,0.1864,False,0.0,0.3,
TXN_001724,True,alternate_payment,0.3532,False,0.0,0.3,
TXN_001725,True,send_reminder,0.6545,False,0.0,0.1,
TXN_001726,True,retry_now,0.8659,True,14143.05,0.5,168.0
TXN_001727,True,retry_later,0.6754,False,0.0,0.25,
TXN_001730,False,alternate_payment,0.0944,False,0.0,0.3,
TXN_001735,True,escalate,0.3527,False,0.0,10.0,
TXN_001740,True,send_reminder,0.5895,False,0.0,0.1,
TXN_001744,True,alternate_payment,0.4057,True,2195.78,0.3,87.0
TXN_001749,True,escalate,0.3039,False,0.0,10.0,
TXN_001751,True,retry_later,0.8349,True,3265.53,0.25,179.0
TXN_001753,True,retry_later,0.7627,True,6170.31,0.25,64.0
TXN_001754,True,retry_later,0.6555,False,0.0,0.25,
TXN_001758,True,escalate,0.3419,False,0.0,10.0,
TXN_001764,True,escalate,0.4055,True,1049.35,10.0,83.0
TXN_001766,True,retry_later,0.7325,False,0.0,0.25,
TXN_001777,True,retry_later,0.5052,True,603.92,0.25,136.0
TXN_001783,True,send_reminder,0.5527,True,2761.68,0.1,153.0
TXN_001786,True,retry_now,0.8969,True,6478.38,0.5,3.0
TXN_001788,True,retry_now,0.9162,True,5591.72,0.5,91.0
TXN_001791,True,send_reminder,0.5265,False,0.0,0.1,
TXN_001793,True,escalate,0.3943,False,0.0,10.0,
TXN_001797,True,retry_later,0.4575,False,0.0,0.25,
TXN_001798,True,retry_later,0.8176,True,1893.38,0.25,136.0
TXN_001806,True,retry_later,0.8237,True,1150.19,0.25,27.0
TXN_001813,True,retry_later,0.6299,True,2926.69,0.25,108.0
TXN_001814,True,send_reminder,0.5504,True,3917.28,0.1,124.0
TXN_001816,True,retry_later,0.7936,True,1261.82,0.25,17.0
TXN_001817,True,retry_later,0.5839,False,0.0,0.25,
TXN_001822,True,retry_later,0.6403,False,0.0,0.25,
TXN_001824,True,retry_later,0.8454,False,0.0,0.25,
TXN_001827,True,retry_now,0.8936,True,366.01,0.5,6.0
TXN_001829,True,escalate,0.4163,False,0.0,10.0,
TXN_001831,True,send_reminder,0.5269,True,1431.56,0.1,117.0
TXN_001835,True,escalate,0.3865,False,0.0,10.0,
TXN_001837,True,retry_later,0.7603,False,0.0,0.25,
TXN_001838,True,retry_later,0.6091,False,0.0,0.25,
TXN_001840,True,retry_later,0.5858,True,823.85,0.25,177.0
TXN_001842,True,stop,0.2919,False,0.0,0.0,
TXN_001844,True,retry_later,0.8283,False,0.0,0.25,
TXN_001846,True,escalate,0.2513,False,0.0,10.0,
TXN_001847,True,retry_later,0.6719,True,2225.69,0.25,96.0
TXN_001850,True,retry_later,0.8489,True,1429.85,0.25,94.0
TXN_001857,True,retry_later,0.7803,True,1843.31,0.25,155.0
TXN_001859,True,stop,0.8013,False,0.0,0.0,
TXN_001862,True,retry_now,0.97,False,0.0,0.5,
TXN_001865,True,escalate,0.2919,False,0.0,10.0,
TXN_001868,True,alternate_payment,0.2573,True,1557.37,0.3,129.0
TXN_001872,True,retry_later,0.7106,False,0.0,0.25,
TXN_001878,True,escalate,0.2659,True,1327.32,10.0,141.0
TXN_001879,True,send_reminder,0.4781,True,2643.63,0.1,2.0
TXN_001883,True,alternate_payment,0.3608,True,6122.57,0.3,134.0
TXN_001898,True,retry_later,0.493,True,2659.67,0.25,178.0
TXN_001899,True,send_reminder,0.6147,True,3160.7,0.1,111.0
TXN_001906,True,retry_later,0.6567,False,0.0,0.25,
TXN_001912,True,retry_later,0.7657,True,681.43,0.25,165.0
TXN_001913,True,send_reminder,0.4652,True,1537.12,0.1,1.0
TXN_001917,False,alternate_payment,0.0887,False,0.0,0.3,
TXN_001920,True,retry_now,0.892,True,1281.6,0.5,81.0
TXN_001924,True,retry_later,0.5848,False,0.0,0.25,
TXN_001929,True,retry_later,0.7931,True,3018.43,0.25,60.0
TXN_001935,True,retry_later,0.7071,True,2116.81,0.25,80.0
TXN_001936,True,retry_later,0.6338,False,0.0,0.25,
TXN_001939,True,retry_later,0.7298,True,1652.15,0.25,122.0
TXN_001944,True,escalate,0.4406,True,804.09,10.0,77.0
TXN_001946,True,retry_later,0.7028,True,1570.6,0.25,32.0
TXN_001948,True,escalate,0.3415,False,0.0,10.0,
TXN_001954,True,retry_later,0.7109,False,0.0,0.25,
TXN_001956,True,retry_later,0.4561,False,0.0,0.25,
TXN_001959,True,escalate,0.4444,False,0.0,10.0,
TXN_001960,True,retry_later,0.4737,False,0.0,0.25,
TXN_001966,True,retry_now,0.8531,True,1919.13,0.5,51.0
TXN_001968,True,retry_now,0.97,True,1587.45,0.5,50.0
TXN_001969,True,escalate,0.4037,True,1036.75,10.0,24.0
TXN_001972,True,retry_later,0.6172,True,4598.51,0.25,110.0
TXN_001974,True,retry_now,0.8821,False,0.0,0.5,
TXN_001976,True,retry_now,0.9277,True,1514.55,0.5,64.0
TXN_001977,True,send_reminder,0.5102,True,4661.7,0.1,97.0
TXN_001979,True,retry_later,0.7633,True,2044.22,0.25,41.0
TXN_001982,True,stop,0.6396,False,0.0,0.0,
TXN_001984,True,retry_later,0.8039,True,2429.0,0.25,100.0
TXN_001994,True,retry_later,0.6263,False,0.0,0.25,
TXN_001995,True,retry_now,0.9155,True,2769.64,0.5,128.0
TXN_002002,True,retry_later,0.8479,True,6969.89,0.25,106.0
TXN_002006,False,alternate_payment,0.1486,False,0.0,0.3,
TXN_002008,True,retry_later,0.676,True,484.96,0.25,65.0
TXN_002019,True,retry_later,0.6421,False,0.0,0.25,
TXN_002021,True,escalate,0.2435,False,0.0,10.0,
TXN_002023,True,retry_later,0.6721,True,3429.8,0.25,65.0
TXN_002026,True,alternate_payment,0.3522,False,0.0,0.3,
TXN_002028,True,retry_later,0.7674,True,3709.23,0.25,100.0
TXN_002029,False,alternate_payment,0.1186,False,0.0,0.3,
TXN_002033,True,retry_later,0.8296,True,7414.7,0.25,37.0
TXN_002034,True,retry_later,0.8212,True,8893.18,0.25,9.0
TXN_002035,True,escalate,0.3719,False,0.0,10.0,
TXN_002037,True,retry_later,0.5023,True,2000.41,0.25,8.0
TXN_002038,True,retry_later,0.802,False,0.0,0.25,
TXN_002039,True,alternate_payment,0.4262,True,4284.47,0.3,131.0
TXN_002040,True,retry_later,0.6851,True,1896.49,0.25,30.0
TXN_002041,True,escalate,0.3408,False,0.0,10.0,
TXN_002048,True,escalate,0.3284,False,0.0,10.0,
TXN_002054,True,stop,0.6263,False,0.0,0.0,
TXN_002056,True,retry_later,0.4685,True,4248.05,0.25,76.0
TXN_002057,True,alternate_payment,0.2435,False,0.0,0.3,
TXN_002060,True,send_reminder,0.5289,True,7917.48,0.1,159.0
TXN_002061,True,retry_later,0.6666,True,1064.59,0.25,88.0
TXN_002062,True,escalate,0.3832,False,0.0,10.0,
TXN_002066,True,escalate,0.2913,False,0.0,10.0,
TXN_002067,False,alternate_payment,0.148,False,0.0,0.3,
TXN_002073,True,retry_later,0.6467,True,1102.91,0.25,87.0
TXN_002074,True,escalate,0.3968,False,0.0,10.0,
TXN_002077,True,retry_later,0.7437,True,7521.7,0.25,114.0
TXN_002082,True,retry_later,0.7417,False,0.0,0.25,
TXN_002083,True,retry_now,0.8687,True,2604.57,0.5,69.0
TXN_002089,True,escalate,0.2067,False,0.0,10.0,
TXN_002091,True,retry_later,0.5708,False,0.0,0.25,
TXN_002097,True,escalate,0.2684,True,2345.13,10.0,168.0
TXN_002098,True,retry_later,0.7822,True,3564.31,0.25,135.0
TXN_002099,True,retry_later,0.5866,True,5251.51,0.25,131.0
TXN_002103,True,send_reminder,0.6832,True,3696.33,0.1,156.0
TXN_002108,True,retry_now,0.9166,True,2726.89,0.5,64.0
TXN_002112,True,retry_later,0.5821,False,0.0,0.25,
TXN_002114,True,retry_later,0.7326,False,0.0,0.25,
TXN_002117,True,retry_now,0.97,True,1433.2,0.5,155.0
TXN_002118,True,retry_now,0.97,True,883.6,0.5,174.0
TXN_002128,True,retry_now,0.97,True,1118.96,0.5,103.0
TXN_002130,True,retry_later,0.6256,True,381.36,0.25,104.0
TXN_002133,True,retry_later,0.4672,False,0.0,0.25,
TXN_002134,True,retry_later,0.7253,True,3051.13,0.25,13.0
TXN_002147,True,retry_later,0.6466,True,2164.42,0.25,52.0
TXN_002153,True,retry_later,0.585,True,2331.07,0.25,180.0
TXN_002156,True,escalate,0.441,True,680.81,10.0,7.0
TXN_002157,True,stop,0.7204,False,0.0,0.0,
TXN_002160,True,retry_later,0.481,False,0.0,0.25,
TXN_002161,True,retry_later,0.6615,True,1282.85,0.25,130.0
TXN_002163,True,escalate,0.3146,True,7018.69,10.0,11.0
TXN_002169,True,retry_later,0.6526,True,2413.23,0.25,108.0
TXN_002175,True,escalate,0.2948,True,4890.34,10.0,7.0
TXN_002181,True,stop,0.5307,False,0.0,0.0,
TXN_002183,True,escalate,0.3458,False,0.0,10.0,
TXN_002188,True,escalate,0.3112,False,0.0,10.0,
TXN_002189,True,send_reminder,0.5392,False,0.0,0.1,
TXN_002191,True,escalate,0.3276,False,0.0,10.0,
TXN_002192,True,escalate,0.3896,False,0.0,10.0,
TXN_002203,True,stop,0.7676,False,0.0,0.0,
TXN_002205,True,retry_later,0.5912,True,2745.03,0.25,124.0
TXN_002208,True,send_reminder,0.5727,True,901.78,0.1,127.0
TXN_002210,True,escalate,0.3955,False,0.0,10.0,
TXN_002213,True,retry_later,0.7162,True,5293.64,0.25,138.0
TXN_002215,True,escalate,0.3642,False,0.0,10.0,
TXN_002219,True,retry_later,0.7962,True,8845.08,0.25,56.0
TXN_002221,True,retry_later,0.6779,False,0.0,0.25,
TXN_002230,False,alternate_payment,0.1224,True,1783.8,0.3,65.0
TXN_002232,True,retry_later,0.7519,True,1810.55,0.25,21.0
TXN_002236,True,retry_later,0.6943,True,3023.82,0.25,150.0
TXN_002243,True,retry_later,0.6955,False,0.0,0.25,
TXN_002248,True,retry_later,0.613,True,3904.61,0.25,135.0
TXN_002253,True,escalate,0.3914,False,0.0,10.0,
TXN_002256,True,escalate,0.3749,False,0.0,10.0,
TXN_002258,True,retry_later,0.6641,True,3769.56,0.25,163.0
TXN_002264,True,retry_later,0.6184,False,0.0,0.25,
TXN_002269,True,send_reminder,0.5519,False,0.0,0.1,
TXN_002270,True,retry_now,0.9606,True,2957.69,0.5,45.0
TXN_002272,True,send_reminder,0.5264,False,0.0,0.1,
TXN_002278,True,escalate,0.4388,True,1891.27,10.0,6.0
TXN_002281,True,escalate,0.3279,True,1444.4,10.0,141.0
TXN_002285,True,escalate,0.4275,False,0.0,10.0,
TXN_002286,True,escalate,0.2051,False,0.0,10.0,
TXN_002287,True,retry_later,0.4599,True,460.03,0.25,175.0
TXN_002292,True,stop,0.5677,False,0.0,0.0,
TXN_002295,True,escalate,0.434,False,0.0,10.0,
TXN_002298,True,send_reminder,0.4658,False,0.0,0.1,
TXN_002299,False,alternate_payment,0.116,True,16542.49,0.3,13.0
TXN_002308,True,retry_later,0.643,True,1238.37,0.25,9.0
TXN_002313,True,escalate,0.3385,False,0.0,10.0,
TXN_002320,True,escalate,0.2044,False,0.0,10.0,
TXN_002322,True,send_reminder,0.7594,True,453.14,0.1,79.0
TXN_002323,True,escalate,0.4452,False,0.0,10.0,
TXN_002324,True,send_reminder,0.5665,False,0.0,0.1,
TXN_002330,True,retry_later,0.7038,False,0.0,0.25,
TXN_002334,True,escalate,0.4427,False,0.0,10.0,
TXN_002336,True,retry_now,0.97,True,16572.33,0.5,14.0
TXN_002342,True,escalate,0.4286,False,0.0,10.0,
TXN_002345,True,retry_later,0.4625,True,464.24,0.25,164.0
TXN_002348,True,escalate,0.4433,False,0.0,10.0,
TXN_002349,True,retry_later,0.5517,False,0.0,0.25,
TXN_002352,True,retry_later,0.6203,True,4304.78,0.25,92.0
TXN_002355,True,retry_later,0.7358,True,1911.89,0.25,144.0
TXN_002358,True,retry_later,0.7187,True,4424.54,0.25,151.0
TXN_002365,True,retry_later,0.6705,False,0.0,0.25,
TXN_002372,True,send_reminder,0.4845,True,1102.27,0.1,118.0
TXN_002373,True,retry_now,0.9078,False,0.0,0.5,
TXN_002374,True,escalate,0.3461,False,0.0,10.0,
TXN_002378,True,escalate,0.3961,True,1379.03,10.0,170.0
TXN_002381,True,escalate,0.3257,False,0.0,10.0,
TXN_002384,True,retry_later,0.8393,True,994.86,0.25,17.0
TXN_002386,True,retry_later,0.8278,True,5558.12,0.25,6.0
TXN_002387,True,stop,0.4975,False,0.0,0.0,
TXN_002389,False,alternate_payment,0.1188,True,2867.86,0.3,79.0
TXN_002399,True,retry_now,0.8576,True,9308.57,0.5,129.0
TXN_002405,True,send_reminder,0.5238,True,2308.36,0.1,120.0
TXN_002407,True,send_reminder,0.5794,False,0.0,0.1,
TXN_002416,True,retry_later,0.7023,True,3581.75,0.25,49.0
TXN_002420,True,retry_later,0.768,True,3748.58,0.25,7.0
TXN_002422,True,stop,0.4179,False,0.0,0.0,
TXN_002426,True,escalate,0.3992,False,0.0,10.0,
TXN_002427,True,retry_now,0.9131,True,1234.25,0.5,166.0
TXN_002430,False,stop,0.1279,False,0.0,0.0,
TXN_002432,True,retry_later,0.6514,True,2106.29,0.25,155.0
TXN_002441,True,send_reminder,0.4932,True,1322.27,0.1,31.0
TXN_002443,True,retry_later,0.7964,True,881.07,0.25,37.0
TXN_002448,True,retry_later,0.6872,True,554.23,0.25,4.0
TXN_002454,True,retry_later,0.7321,False,0.0,0.25,
TXN_002457,True,retry_later,0.6961,True,1171.01,0.25,56.0
TXN_002460,True,retry_later,0.6228,True,3807.84,0.25,173.0
TXN_002465,True,alternate_payment,0.4173,False,0.0,0.3,
TXN_002468,True,retry_later,0.6639,True,2750.57,0.25,170.0
TXN_002469,True,retry_now,0.8743,True,16405.48,0.5,59.0
TXN_002474,True,send_reminder,0.544,True,2659.08,0.1,149.0
TXN_002475,True,escalate,0.2883,True,2121.26,10.0,114.0
TXN_002478,True,send_reminder,0.596,False,0.0,0.1,
TXN_002481,True,escalate,0.2694,False,0.0,10.0,
TXN_002482,True,escalate,0.4173,True,2038.8,10.0,21.0
TXN_002487,True,escalate,0.3317,True,3944.87,10.0,139.0
TXN_002489,True,send_reminder,0.5882,True,3658.93,0.1,103.0
TXN_002493,True,retry_later,0.6912,False,0.0,0.25,
TXN_002499,True,escalate,0.3632,False,0.0,10.0,
TXN_002506,True,retry_now,0.9413,True,1586.27,0.5,67.0
TXN_002507,True,escalate,0.2773,True,745.17,10.0,62.0
TXN_002515,True,retry_later,0.7949,False,0.0,0.25,
TXN_002516,True,retry_later,0.6173,False,0.0,0.25,
TXN_002521,True,retry_later,0.7719,True,6854.13,0.25,124.0
TXN_002522,True,retry_later,0.7455,False,0.0,0.25,
TXN_002523,True,escalate,0.3568,True,1758.4,10.0,34.0
TXN_002528,True,stop,0.559,False,0.0,0.0,
TXN_002529,True,escalate,0.3633,False,0.0,10.0,
TXN_002533,True,retry_now,0.882,True,7264.11,0.5,118.0
TXN_002535,True,send_reminder,0.5394,False,0.0,0.1,
TXN_002539,True,escalate,0.3276,False,0.0,10.0,
TXN_002540,True,retry_now,0.8712,True,4478.57,0.5,162.0
TXN_002549,True,retry_later,0.713,True,1234.81,0.25,124.0
TXN_002551,True,alternate_payment,0.3966,True,1962.69,0.3,96.0
TXN_002555,True,escalate,0.2996,True,1981.78,10.0,149.0
TXN_002558,True,escalate,0.3594,True,3760.21,10.0,87.0
TXN_002559,True,stop,0.3813,False,0.0,0.0,
TXN_002562,True,send_reminder,0.4893,False,0.0,0.1,
TXN_002564,True,send_reminder,0.637,True,3570.54,0.1,19.0
TXN_002565,True,send_reminder,0.5316,False,0.0,0.1,
TXN_002568,True,retry_later,0.5929,True,1316.34,0.25,142.0
TXN_002569,True,retry_now,0.8568,True,1619.66,0.5,80.0
TXN_002570,True,retry_later,0.5608,True,1848.72,0.25,93.0
TXN_002572,True,retry_now,0.8709,True,3436.65,0.5,122.0
TXN_002574,True,retry_later,0.5395,True,1875.08,0.25,28.0
TXN_002575,True,escalate,0.3304,False,0.0,10.0,
TXN_002577,True,send_reminder,0.7546,True,2507.96,0.1,58.0
TXN_002578,True,retry_later,0.6791,False,0.0,0.25,
TXN_002579,True,retry_later,0.6249,False,0.0,0.25,
TXN_002583,True,stop,0.2218,False,0.0,0.0,
TXN_002586,True,retry_later,0.5929,True,2564.47,0.25,99.0
TXN_002592,True,retry_later,0.7693,True,8700.64,0.25,94.0
TXN_002596,True,send_reminder,0.5846,False,0.0,0.1,
TXN_002598,True,escalate,0.4081,False,0.0,10.0,
TXN_002599,True,send_reminder,0.4754,True,1562.9,0.1,65.0
TXN_002603,True,send_reminder,0.6639,False,0.0,0.1,
TXN_002606,True,retry_now,0.8664,True,841.71,0.5,162.0
TXN_002608,True,send_reminder,0.4938,True,2777.65,0.1,148.0
TXN_002609,False,alternate_payment,0.0738,False,0.0,0.3,
TXN_002610,True,retry_later,0.6217,True,4640.25,0.25,158.0
TXN_002611,True,escalate,0.3709,False,0.0,10.0,
TXN_002613,True,retry_now,0.9216,True,943.68,0.5,100.0
TXN_002614,True,retry_later,0.6399,True,3742.44,0.25,46.0
TXN_002615,True,retry_later,0.5612,True,1234.93,0.25,126.0
TXN_002616,True,escalate,0.3949,False,0.0,10.0,
TXN_002617,True,stop,0.4427,False,0.0,0.0,
TXN_002618,True,send_reminder,0.6091,False,0.0,0.1,
TXN_002623,True,retry_later,0.6871,True,1797.3,0.25,173.0
TXN_002630,True,retry_later,0.7435,False,0.0,0.25,
TXN_002636,True,retry_later,0.6918,True,1489.55,0.25,105.0
TXN_002637,True,escalate,0.3753,True,1851.74,10.0,142.0
TXN_002640,True,retry_later,0.7542,True,6292.98,0.25,176.0
TXN_002642,True,retry_later,0.7304,True,1507.86,0.25,152.0
TXN_002646,True,escalate,0.4106,False,0.0,10.0,
TXN_002647,True,escalate,0.2904,False,0.0,10.0,
TXN_002648,True,retry_later,0.5017,True,791.91,0.25,132.0
TXN_002649,True,retry_later,0.7561,True,2667.0,0.25,127.0
TXN_002651,True,send_reminder,0.4591,True,5328.54,0.1,174.0
TXN_002655,True,stop,0.5919,False,0.0,0.0,
TXN_002657,True,retry_later,0.5667,False,0.0,0.25,
TXN_002658,True,alternate_payment,0.278,False,0.0,0.3,
TXN_002662,True,retry_later,0.5063,True,2696.75,0.25,7.0
TXN_002664,True,retry_later,0.6075,False,0.0,0.25,
TXN_002668,True,retry_later,0.5119,True,2402.26,0.25,178.0
TXN_002673,True,retry_now,0.8858,True,2513.49,0.5,76.0
TXN_002674,True,escalate,0.3559,True,4429.85,10.0,105.0
TXN_002676,True,retry_later,0.6446,True,1381.37,0.25,134.0
TXN_002678,True,escalate,0.2352,False,0.0,10.0,
TXN_002679,True,retry_later,0.5263,False,0.0,0.25,
TXN_002684,True,retry_later,0.7776,True,8774.25,0.25,119.0
TXN_002707,True,escalate,0.3602,False,0.0,10.0,
TXN_002708,True,send_reminder,0.4734,False,0.0,0.1,
TXN_002709,True,retry_now,0.97,True,2466.2,0.5,159.0
TXN_002714,True,escalate,0.3961,True,2888.22,10.0,49.0
TXN_002719,True,send_reminder,0.5884,False,0.0,0.1,
TXN_002720,True,send_reminder,0.5521,True,9282.98,0.1,63.0
TXN_002721,True,retry_later,0.4969,True,2083.71,0.25,109.0
TXN_002724,True,escalate,0.3467,False,0.0,10.0,
TXN_002734,True,stop,0.7318,False,0.0,0.0,
TXN_002737,True,escalate,0.2975,False,0.0,10.0,
TXN_002738,True,retry_later,0.6476,True,2502.87,0.25,108.0
TXN_002740,True,send_reminder,0.5921,True,4244.14,0.1,106.0
TXN_002745,True,send_reminder,0.4617,True,1808.72,0.1,44.0
TXN_002749,True,escalate,0.2321,True,830.03,10.0,41.0
TXN_002752,True,alternate_payment,0.353,False,0.0,0.3,
TXN_002768,True,retry_now,0.9356,True,3523.45,0.5,7.0
TXN_002769,True,retry_later,0.5024,True,2246.5,0.25,130.0
TXN_002770,True,retry_later,0.4934,False,0.0,0.25,
TXN_002771,True,escalate,0.4169,False,0.0,10.0,
TXN_002776,False,alternate_payment,0.1491,False,0.0,0.3,
TXN_002779,True,retry_later,0.4658,False,0.0,0.25,
TXN_002780,True,send_reminder,0.7162,False,0.0,0.1,
TXN_002781,True,retry_later,0.4672,False,0.0,0.25,
TXN_002784,True,escalate,0.3659,True,3573.57,10.0,153.0
TXN_002785,True,retry_now,0.8942,True,2257.42,0.5,119.0
TXN_002786,True,retry_later,0.5047,True,5229.04,0.25,58.0
TXN_002787,True,retry_later,0.7082,True,3272.96,0.25,174.0
TXN_002789,True,retry_later,0.7775,False,0.0,0.25,
TXN_002790,True,stop,0.7201,False,0.0,0.0,
TXN_002796,True,retry_now,0.851,True,1559.88,0.5,172.0
TXN_002798,True,retry_later,0.8076,False,0.0,0.25,
TXN_002801,True,escalate,0.363,True,7771.65,10.0,137.0
TXN_002804,True,retry_later,0.8176,True,2197.9,0.25,30.0
TXN_002809,True,escalate,0.2884,False,0.0,10.0,
TXN_002810,True,escalate,0.3431,True,2335.96,10.0,21.0
TXN_002812,True,retry_later,0.7448,True,747.82,0.25,103.0
TXN_002815,True,escalate,0.4308,False,0.0,10.0,
TXN_002816,True,retry_now,0.9635,True,7094.74,0.5,39.0
TXN_002823,True,retry_later,0.6029,True,7158.95,0.25,32.0
TXN_002826,True,retry_later,0.7628,True,1856.68,0.25,79.0
TXN_002828,True,retry_later,0.5817,False,0.0,0.25,
TXN_002839,True,escalate,0.2068,False,0.0,10.0,
TXN_002841,True,retry_later,0.5984,False,0.0,0.25,
TXN_002844,True,retry_later,0.6213,True,1505.55,0.25,147.0
TXN_002851,True,retry_later,0.4669,True,1065.38,0.25,130.0
TXN_002858,True,retry_later,0.601,False,0.0,0.25,
TXN_002860,True,send_reminder,0.6468,False,0.0,0.1,
TXN_002864,True,escalate,0.3154,True,2029.47,10.0,149.0
TXN_002866,True,retry_later,0.5528,True,2173.51,0.25,51.0
TXN_002867,True,escalate,0.3857,False,0.0,10.0,
TXN_002870,True,escalate,0.4226,False,0.0,10.0,
TXN_002871,True,retry_now,0.9078,True,1476.58,0.5,93.0
TXN_002872,True,retry_later,0.5508,False,0.0,0.25,
TXN_002873,True,escalate,0.2621,False,0.0,10.0,
TXN_002877,True,alternate_payment,0.2431,False,0.0,0.3,
