customer_id,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,preferred_payment_method
CUST_00469,1114,51,40,11,0.7843,1523.32,NetBanking
CUST_00470,1360,40,19,21,0.475,1475.76,UPI
CUST_00471,83,28,23,5,0.8214,1821.59,Wallet
CUST_00472,1180,20,10,10,0.5,440.83,NetBanking
CUST_00473,1471,62,31,31,0.5,764.61,NetBanking
CUST_00474,1451,67,32,35,0.4776,5749.18,UPI
CUST_00475,307,14,11,3,0.7857,6984.7,Card
CUST_00476,1490,61,23,38,0.377,1855.06,NetBanking
CUST_00477,1397,49,18,31,0.3673,3306.32,NetBanking
CUST_00478,644,25,12,13,0.48,2745.93,NetBanking
CUST_00479,1071,33,12,21,0.3636,19057.51,Card
CUST_00480,314,35,35,0,1.0,4835.32,Wallet
CUST_00481,83,51,50,1,0.9804,2019.2,NetBanking
CUST_00482,987,75,30,45,0.4,1131.3,UPI
CUST_00483,164,44,38,6,0.8636,717.3,Wallet
CUST_00484,1106,57,43,14,0.7544,2546.37,UPI
CUST_00485,286,45,17,28,0.3778,1300.57,Wallet
CUST_00486,984,71,43,28,0.6056,816.01,Card
CUST_00487,1159,80,35,45,0.4375,1404.45,Card
CUST_00488,916,69,23,46,0.3333,1035.79,UPI
CUST_00489,1091,24,16,8,0.6667,7193.97,Card
CUST_00490,361,46,27,19,0.587,4093.47,NetBanking
CUST_00491,1092,41,39,2,0.9512,2196.06,UPI
CUST_00492,543,30,29,1,0.9667,6222.71,NetBanking
CUST_00493,286,43,17,26,0.3953,2331.25,Card
CUST_00494,1242,79,32,47,0.4051,1208.46,Card
CUST_00495,1379,48,16,32,0.3333,6413.67,UPI
CUST_00496,196,10,7,3,0.7,3220.32,Card
CUST_00497,1201,58,56,2,0.9655,1068.41,UPI
CUST_00498,1049,74,40,34,0.5405,1932.87,NetBanking
CUST_00499,1019,36,35,1,0.9722,1196.39,Wallet
CUST_00500,639,63,22,41,0.3492,838.86,UPI
CUST_00501,353,61,44,17,0.7213,4223.1,Wallet
CUST_00502,981,31,19,12,0.6129,8405.08,Card
CUST_00503,670,45,35,10,0.7778,829.65,Wallet
CUST_00504,297,52,47,5,0.9038,3275.02,UPI
CUST_00505,683,35,24,11,0.6857,1400.45,UPI
CUST_00506,577,62,33,29,0.5323,1570.28,Card
CUST_00507,228,11,7,4,0.6364,1458.73,Wallet
CUST_00508,1290,58,32,26,0.5517,1206.17,Card
CUST_00509,700,78,69,9,0.8846,2284.64,NetBanking
CUST_00510,418,25,22,3,0.88,1234.39,Wallet
CUST_00511,1051,44,44,0,1.0,2668.63,UPI
CUST_00512,214,55,48,7,0.8727,2132.04,Wallet
CUST_00513,523,32,27,5,0.8438,1868.21,NetBanking
CUST_00514,129,11,7,4,0.6364,1169.94,Wallet
CUST_00515,1253,65,37,28,0.5692,1474.77,UPI
CUST_00516,250,60,26,34,0.4333,3747.24,NetBanking
CUST_00517,779,56,39,17,0.6964,3135.81,UPI
CUST_00518,850,11,11,0,1.0,1114.0,Card
CUST_00519,772,75,40,35,0.5333,2367.36,UPI
CUST_00520,821,69,48,21,0.6957,3736.75,NetBanking
CUST_00521,1306,20,8,12,0.4,686.37,UPI
CUST_00522,836,52,36,16,0.6923,3230.37,NetBanking
CUST_00523,325,30,28,2,0.9333,1388.76,Wallet
CUST_00524,1054,10,3,7,0.3,3292.55,UPI
CUST_00525,310,47,44,3,0.9362,1294.29,Wallet
CUST_00526,335,70,29,41,0.4143,624.27,NetBanking
CUST_00527,1285,45,23,22,0.5111,706.78,Wallet
CUST_00528,1292,43,33,10,0.7674,2283.94,Wallet
CUST_00529,1481,77,42,35,0.5455,2648.65,Wallet
CUST_00530,64,52,36,16,0.6923,1172.6,UPI
CUST_00531,883,79,42,37,0.5316,3453.06,UPI
CUST_00532,1252,65,35,30,0.5385,690.17,Card
CUST_00533,135,79,53,26,0.6709,2108.53,Card
CUST_00534,1103,53,24,29,0.4528,946.04,Card
CUST_00535,94,78,67,11,0.859,1399.28,UPI
CUST_00536,420,7,5,2,0.7143,2282.85,NetBanking
CUST_00537,887,24,20,4,0.8333,1209.2,Card
CUST_00538,870,69,69,0,1.0,1687.18,Wallet
CUST_00539,157,22,22,0,1.0,4466.7,Card
CUST_00540,1178,46,43,3,0.9348,1474.65,Wallet
CUST_00541,672,27,22,5,0.8148,3963.9,NetBanking
CUST_00542,1148,50,31,19,0.62,1001.45,Wallet
CUST_00543,423,36,18,18,0.5,3199.86,NetBanking
CUST_00544,490,43,30,13,0.6977,6057.78,Card
CUST_00545,1443,67,40,27,0.597,391.45,Wallet
CUST_00546,744,76,72,4,0.9474,1264.17,NetBanking
CUST_00547,619,20,15,5,0.75,3307.51,Wallet
CUST_00548,838,49,23,26,0.4694,1915.76,NetBanking
CUST_00549,116,41,34,7,0.8293,2863.51,UPI
CUST_00550,739,61,59,2,0.9672,1446.95,NetBanking
CUST_00551,1011,32,15,17,0.4688,2346.34,NetBanking
CUST_00552,1181,39,15,24,0.3846,1980.34,UPI
CUST_00553,1290,80,39,41,0.4875,5001.27,Card
CUST_00554,133,72,35,37,0.4861,2638.84,Card
CUST_00555,137,17,11,6,0.6471,2797.05,NetBanking
CUST_00556,1499,65,25,40,0.3846,1655.21,Card
CUST_00557,40,75,32,43,0.4267,1569.76,Wallet
CUST_00558,1367,65,49,16,0.7538,1631.43,Card
CUST_00559,618,46,31,15,0.6739,2910.61,UPI
CUST_00560,213,78,37,41,0.4744,1644.7,UPI
CUST_00561,388,58,28,30,0.4828,2704.96,UPI
CUST_00562,843,68,31,37,0.4559,9440.65,NetBanking
CUST_00563,106,6,3,3,0.5,4063.45,UPI
CUST_00564,716,41,26,15,0.6341,1757.74,Wallet
CUST_00565,304,69,49,20,0.7101,5119.69,NetBanking
CUST_00566,424,19,10,9,0.5263,1659.63,Card
CUST_00567,969,37,33,4,0.8919,530.23,Card
CUST_00568,58,48,32,16,0.6667,1090.44,Card
CUST_00569,389,56,43,13,0.7679,596.12,NetBanking
CUST_00570,207,56,22,34,0.3929,1726.65,Card
CUST_00571,317,66,39,27,0.5909,2237.0,Card
CUST_00572,43,38,23,15,0.6053,7140.27,Card
CUST_00573,944,39,21,18,0.5385,2776.23,NetBanking
CUST_00574,1222,78,23,55,0.2949,1894.35,NetBanking
CUST_00575,1368,51,30,21,0.5882,3946.5,UPI
CUST_00576,1397,20,13,7,0.65,469.75,NetBanking
CUST_00577,357,56,48,8,0.8571,2604.33,NetBanking
CUST_00578,1443,20,16,4,0.8,3788.05,NetBanking
CUST_00579,782,33,16,17,0.4848,784.46,Card
CUST_00580,1009,24,21,3,0.875,4917.86,NetBanking
CUST_00581,881,75,52,23,0.6933,2798.8,Card
CUST_00582,536,15,12,3,0.8,1651.27,Wallet
CUST_00583,1111,51,19,32,0.3725,3439.04,UPI
CUST_00584,156,75,54,21,0.72,10823.61,Card
CUST_00585,1202,73,30,43,0.411,2508.16,Card
CUST_00586,701,71,49,22,0.6901,2627.41,UPI
CUST_00587,1423,31,31,0,1.0,1601.1,Wallet
CUST_00588,216,70,49,21,0.7,1218.17,UPI
CUST_00589,958,21,19,2,0.9048,3949.07,Wallet
CUST_00590,1184,12,11,1,0.9167,1212.87,Wallet
CUST_00591,1407,44,14,30,0.3182,2321.8,Wallet
CUST_00592,551,5,2,3,0.4,1580.73,UPI
CUST_00593,122,59,39,20,0.661,3088.02,UPI
CUST_00594,1138,12,4,8,0.3333,2789.35,Wallet
CUST_00595,94,41,25,16,0.6098,4565.48,Card
CUST_00596,307,58,40,18,0.6897,1545.32,Wallet
CUST_00597,948,53,39,14,0.7358,1828.2,UPI
CUST_00598,1428,74,30,44,0.4054,1113.06,NetBanking
CUST_00599,272,27,25,2,0.9259,1618.08,Wallet
CUST_00600,1113,21,13,8,0.619,2875.87,UPI
CUST_00601,76,43,41,2,0.9535,3751.43,Wallet
CUST_00602,1119,53,29,24,0.5472,1158.04,Card
CUST_00603,973,49,23,26,0.4694,4059.13,NetBanking
CUST_00604,416,19,5,14,0.2632,5704.13,Wallet
CUST_00605,1289,7,3,4,0.4286,2949.54,Card
CUST_00606,167,17,14,3,0.8235,8215.33,UPI
CUST_00607,944,11,6,5,0.5455,1284.79,UPI
CUST_00608,853,61,32,29,0.5246,924.03,Card
CUST_00609,145,22,22,0,1.0,635.81,NetBanking
CUST_00610,509,78,43,35,0.5513,6293.24,NetBanking
CUST_00611,515,43,21,22,0.4884,3491.39,Card
CUST_00612,876,43,29,14,0.6744,2124.07,UPI
CUST_00613,1170,80,80,0,1.0,2686.46,Card
CUST_00614,1312,59,52,7,0.8814,1004.41,Wallet
CUST_00615,126,49,38,11,0.7755,12234.64,NetBanking
CUST_00616,1456,58,43,15,0.7414,2417.42,Card
CUST_00617,644,53,26,27,0.4906,2384.1,Wallet
CUST_00618,523,33,18,15,0.5455,3670.33,Card
CUST_00619,978,12,11,1,0.9167,3092.41,Wallet
CUST_00620,883,76,55,21,0.7237,2583.03,Card
CUST_00621,825,36,18,18,0.5,1269.87,Card
CUST_00622,706,15,11,4,0.7333,3071.83,NetBanking
CUST_00623,219,73,67,6,0.9178,8245.45,Card
CUST_00624,135,39,23,16,0.5897,5663.48,UPI
CUST_00625,179,29,26,3,0.8966,6736.06,Card
CUST_00626,1011,31,19,12,0.6129,1544.03,NetBanking
CUST_00627,61,32,15,17,0.4688,1104.64,UPI
CUST_00628,1010,36,32,4,0.8889,2022.22,Card
CUST_00629,842,35,27,8,0.7714,2296.19,NetBanking
CUST_00630,609,53,44,9,0.8302,4750.16,NetBanking
CUST_00631,661,38,22,16,0.5789,675.38,Wallet
CUST_00632,984,17,17,0,1.0,6442.59,Wallet
CUST_00633,685,31,20,11,0.6452,1977.12,NetBanking
CUST_00634,877,10,6,4,0.6,1637.92,Card
CUST_00635,63,38,28,10,0.7368,1087.38,Wallet
CUST_00636,634,24,13,11,0.5417,693.4,NetBanking
CUST_00637,501,53,51,2,0.9623,3929.31,Card
CUST_00638,1052,75,63,12,0.84,2324.64,NetBanking
CUST_00639,557,67,66,1,0.9851,895.18,Wallet
CUST_00640,973,26,18,8,0.6923,891.98,Card
CUST_00641,316,74,53,21,0.7162,1745.77,Card
CUST_00642,1140,12,11,1,0.9167,7103.3,UPI
CUST_00643,182,11,3,8,0.2727,1841.41,Wallet
CUST_00644,311,34,12,22,0.3529,771.09,Card
CUST_00645,48,32,25,7,0.7812,1859.35,Wallet
CUST_00646,794,12,12,0,1.0,1824.56,Wallet
CUST_00647,1380,67,21,46,0.3134,334.35,UPI
CUST_00648,1119,75,48,27,0.64,2125.99,UPI
CUST_00649,64,72,67,5,0.9306,1878.72,NetBanking
CUST_00650,1127,41,12,29,0.2927,3595.16,Wallet
CUST_00651,397,18,6,12,0.3333,8056.78,Card
CUST_00652,523,29,27,2,0.931,4859.04,NetBanking
CUST_00653,755,39,36,3,0.9231,1829.46,Wallet
CUST_00654,191,52,40,12,0.7692,1017.83,Wallet
CUST_00655,1187,36,32,4,0.8889,13377.8,Card
CUST_00656,644,15,14,1,0.9333,2301.81,UPI
CUST_00657,221,56,40,16,0.7143,2229.99,Wallet
CUST_00658,1161,65,22,43,0.3385,2171.37,UPI
CUST_00659,1469,26,9,17,0.3462,2536.8,Wallet
CUST_00660,918,47,20,27,0.4255,1996.09,UPI
CUST_00661,500,32,31,1,0.9688,1477.99,Wallet
CUST_00662,585,10,4,6,0.4,1505.98,NetBanking
CUST_00663,1142,77,65,12,0.8442,2158.29,UPI
CUST_00664,397,45,14,31,0.3111,1509.6,Card
CUST_00665,1232,23,18,5,0.7826,1340.78,UPI
CUST_00666,642,25,25,0,1.0,2379.16,Card
CUST_00667,1190,54,50,4,0.9259,1847.37,NetBanking
CUST_00668,816,22,8,14,0.3636,6328.35,NetBanking
CUST_00669,139,17,11,6,0.6471,345.27,Card
CUST_00670,185,48,39,9,0.8125,4741.24,NetBanking
CUST_00671,90,39,36,3,0.9231,5283.05,Wallet
CUST_00672,1034,34,21,13,0.6176,517.3,Wallet
CUST_00673,914,28,26,2,0.9286,1737.35,Wallet
CUST_00674,205,42,37,5,0.881,1702.74,Card
CUST_00675,1490,14,5,9,0.3571,824.47,NetBanking
CUST_00676,345,53,24,29,0.4528,1281.17,Wallet
CUST_00677,678,51,21,30,0.4118,1014.95,UPI
CUST_00678,40,44,41,3,0.9318,7529.54,NetBanking
CUST_00679,582,18,7,11,0.3889,4251.28,UPI
CUST_00680,413,60,46,14,0.7667,5378.09,Wallet
CUST_00681,241,8,2,6,0.25,3659.82,NetBanking
CUST_00682,1165,16,13,3,0.8125,1001.91,NetBanking
CUST_00683,818,6,3,3,0.5,1529.71,Wallet
CUST_00684,824,15,15,0,1.0,3110.57,Card
CUST_00685,1201,71,31,40,0.4366,938.71,Wallet
CUST_00686,377,22,14,8,0.6364,3637.67,NetBanking
CUST_00687,579,68,29,39,0.4265,1866.41,UPI
CUST_00688,372,60,35,25,0.5833,1698.71,Wallet
CUST_00689,643,66,23,43,0.3485,3632.48,NetBanking
CUST_00690,545,36,33,3,0.9167,3013.88,Wallet
CUST_00691,1246,30,23,7,0.7667,1715.27,UPI
CUST_00692,307,43,12,31,0.2791,4971.77,Wallet
CUST_00693,710,53,36,17,0.6792,1036.14,Wallet
CUST_00694,715,60,59,1,0.9833,3398.72,Card
CUST_00695,645,46,25,21,0.5435,3344.83,Wallet
CUST_00696,673,27,20,7,0.7407,1778.13,NetBanking
CUST_00697,626,67,56,11,0.8358,2774.69,Card
CUST_00698,697,53,32,21,0.6038,919.86,Wallet
CUST_00699,777,19,19,0,1.0,4216.75,Card
CUST_00700,1242,74,33,41,0.4459,1940.24,UPI
CUST_00701,975,31,23,8,0.7419,1531.64,NetBanking
CUST_00702,1448,13,9,4,0.6923,4602.28,Wallet
CUST_00703,315,43,27,16,0.6279,1348.78,NetBanking
CUST_00704,1378,24,20,4,0.8333,823.92,Wallet
CUST_00705,181,62,56,6,0.9032,742.75,Wallet
CUST_00706,1222,56,50,6,0.8929,3375.19,Wallet
CUST_00707,1143,9,7,2,0.7778,901.17,UPI
CUST_00708,253,36,31,5,0.8611,7542.85,NetBanking
CUST_00709,370,10,9,1,0.9,514.22,NetBanking
CUST_00710,911,18,5,13,0.2778,7241.04,UPI
CUST_00711,559,33,25,8,0.7576,2559.87,Card
CUST_00712,942,52,40,12,0.7692,2063.79,Wallet
CUST_00713,1421,80,68,12,0.85,1508.03,Card
CUST_00714,736,8,5,3,0.625,2920.16,UPI
CUST_00715,635,58,22,36,0.3793,2150.93,UPI
CUST_00716,320,49,33,16,0.6735,4780.55,NetBanking
CUST_00717,962,31,25,6,0.8065,2392.18,Wallet
CUST_00718,743,65,25,40,0.3846,2453.35,Wallet
CUST_00719,1456,62,38,24,0.6129,1712.09,UPI
CUST_00720,644,10,4,6,0.4,2122.05,UPI
CUST_00721,732,18,15,3,0.8333,2739.31,Card
CUST_00722,529,71,32,39,0.4507,667.06,Card
CUST_00723,707,76,49,27,0.6447,859.43,Wallet
CUST_00724,504,56,56,0,1.0,3715.56,Card
CUST_00725,411,60,43,17,0.7167,2488.92,UPI
CUST_00726,1287,30,23,7,0.7667,1941.49,Wallet
CUST_00727,826,5,2,3,0.4,2237.03,Card
CUST_00728,600,13,12,1,0.9231,2816.66,UPI
CUST_00729,1129,28,19,9,0.6786,1513.48,NetBanking
CUST_00730,433,63,25,38,0.3968,1280.73,NetBanking
CUST_00731,1403,67,53,14,0.791,2532.83,NetBanking
CUST_00732,1252,54,41,13,0.7593,1113.36,UPI
CUST_00733,742,50,44,6,0.88,2938.86,Card
CUST_00734,1409,43,17,26,0.3953,670.61,Card
CUST_00735,671,20,9,11,0.45,4538.76,NetBanking
CUST_00736,269,28,19,9,0.6786,3074.26,Card
CUST_00737,1076,54,42,12,0.7778,2641.81,Card
CUST_00738,1207,54,43,11,0.7963,4393.51,Card
CUST_00739,1026,73,65,8,0.8904,7085.69,Card
CUST_00740,1166,26,22,4,0.8462,4492.03,NetBanking
CUST_00741,317,28,18,10,0.6429,608.74,Wallet
CUST_00742,1298,11,8,3,0.7273,901.71,UPI
CUST_00743,1022,22,12,10,0.5455,1426.0,Wallet
CUST_00744,1180,69,61,8,0.8841,2249.05,Wallet
CUST_00745,867,67,46,21,0.6866,3172.77,Wallet
CUST_00746,1030,26,9,17,0.3462,1328.73,UPI
CUST_00747,481,42,13,29,0.3095,2516.78,NetBanking
CUST_00748,490,73,39,34,0.5342,1301.45,Card
CUST_00749,966,77,70,7,0.9091,1439.34,Wallet
CUST_00750,1155,70,28,42,0.4,824.96,UPI
CUST_00751,578,74,74,0,1.0,1157.17,NetBanking
CUST_00752,1140,10,10,0,1.0,857.33,Card
CUST_00753,900,18,16,2,0.8889,1115.31,Card
CUST_00754,639,9,9,0,1.0,4617.23,NetBanking
CUST_00755,743,16,11,5,0.6875,1136.17,UPI
CUST_00756,515,31,27,4,0.871,13942.09,NetBanking
CUST_00757,1485,59,27,32,0.4576,3119.17,Card
CUST_00758,453,31,10,21,0.3226,2513.38,NetBanking
CUST_00759,1120,40,31,9,0.775,1210.94,Card
CUST_00760,692,42,21,21,0.5,3605.5,NetBanking
CUST_00761,1083,17,7,10,0.4118,1475.94,Wallet
CUST_00762,151,40,39,1,0.975,2405.24,Card
CUST_00763,1466,21,13,8,0.619,13254.06,Card
CUST_00764,1486,46,28,18,0.6087,2064.74,Wallet
CUST_00765,1032,23,14,9,0.6087,4936.89,Wallet
CUST_00766,798,62,22,40,0.3548,1349.89,UPI
CUST_00767,855,70,68,2,0.9714,2154.92,NetBanking
CUST_00768,1452,52,44,8,0.8462,7627.84,Wallet
CUST_00769,700,79,23,56,0.2911,1423.85,UPI
CUST_00770,968,50,19,31,0.38,7853.5,Wallet
CUST_00771,476,59,30,29,0.5085,3624.34,Wallet
CUST_00772,579,46,31,15,0.6739,1489.62,NetBanking
CUST_00773,1150,78,31,47,0.3974,3438.14,Wallet
CUST_00774,733,11,3,8,0.2727,4362.45,UPI
CUST_00775,1312,63,19,44,0.3016,3412.73,UPI
CUST_00776,353,61,47,14,0.7705,735.71,UPI
CUST_00777,906,30,13,17,0.4333,1327.44,NetBanking
CUST_00778,355,40,14,26,0.35,1857.04,NetBanking
CUST_00779,542,15,9,6,0.6,2096.23,Card
CUST_00780,136,55,35,20,0.6364,3410.01,Card
CUST_00781,909,16,15,1,0.9375,2500.86,UPI
CUST_00782,32,32,24,8,0.75,867.19,UPI
CUST_00783,301,80,38,42,0.475,2881.71,Wallet
CUST_00784,49,6,6,0,1.0,3386.02,NetBanking
CUST_00785,276,59,25,34,0.4237,3267.74,Wallet
CUST_00786,175,34,22,12,0.6471,4705.78,UPI
CUST_00787,239,18,10,8,0.5556,3959.0,NetBanking
CUST_00788,642,22,18,4,0.8182,3045.52,Card
CUST_00789,1343,23,8,15,0.3478,2102.5,UPI
CUST_00790,1279,26,21,5,0.8077,690.44,NetBanking
CUST_00791,466,24,20,4,0.8333,2983.14,Wallet
CUST_00792,474,16,5,11,0.3125,2553.91,Card
CUST_00793,282,80,70,10,0.875,2670.72,Wallet
CUST_00794,749,59,37,22,0.6271,903.5,Card
CUST_00795,537,40,32,8,0.8,1036.14,UPI
CUST_00796,538,75,60,15,0.8,4615.65,NetBanking
CUST_00797,1444,8,8,0,1.0,2148.04,NetBanking
CUST_00798,450,71,59,12,0.831,3558.34,Card
CUST_00799,832,42,32,10,0.7619,2252.56,UPI
CUST_00800,520,68,44,24,0.6471,2254.83,UPI
CUST_00801,523,68,60,8,0.8824,4259.04,UPI
CUST_00802,1111,6,3,3,0.5,1538.82,NetBanking
CUST_00803,300,54,52,2,0.963,2362.05,Wallet
CUST_00804,778,74,65,9,0.8784,1597.84,Card
CUST_00805,994,14,4,10,0.2857,1629.21,UPI
CUST_00806,58,38,17,21,0.4474,1778.6,UPI
CUST_00807,153,55,48,7,0.8727,2579.87,NetBanking
CUST_00808,1317,69,69,0,1.0,1579.52,Wallet
CUST_00809,897,56,21,35,0.375,5318.94,Card
CUST_00810,598,15,8,7,0.5333,1180.6,UPI
CUST_00811,1077,31,13,18,0.4194,1937.57,NetBanking
CUST_00812,830,80,64,16,0.8,1623.25,UPI
CUST_00813,665,60,33,27,0.55,6080.76,UPI
CUST_00814,530,16,10,6,0.625,2534.09,UPI
CUST_00815,958,12,7,5,0.5833,4547.31,Card
CUST_00816,274,6,6,0,1.0,780.64,Card
CUST_00817,1466,6,2,4,0.3333,2662.27,Wallet
CUST_00818,740,71,54,17,0.7606,4116.43,NetBanking
CUST_00819,371,52,23,29,0.4423,2339.28,NetBanking
CUST_00820,271,8,4,4,0.5,4655.65,Wallet
CUST_00821,587,72,25,47,0.3472,1537.48,NetBanking
CUST_00822,1488,78,63,15,0.8077,5922.67,UPI
CUST_00823,1046,63,50,13,0.7937,11039.43,NetBanking
CUST_00824,143,68,56,12,0.8235,1713.02,Card
CUST_00825,783,25,15,10,0.6,1616.71,UPI
CUST_00826,1205,19,8,11,0.4211,6108.09,UPI
CUST_00827,120,6,2,4,0.3333,6672.17,UPI
CUST_00828,996,51,39,12,0.7647,1531.49,Card
CUST_00829,396,9,8,1,0.8889,1645.61,Card
CUST_00830,689,36,23,13,0.6389,1813.02,NetBanking
CUST_00831,585,14,13,1,0.9286,861.68,NetBanking
CUST_00832,274,69,63,6,0.913,1160.89,UPI
CUST_00833,397,33,25,8,0.7576,1093.46,UPI
CUST_00834,851,13,10,3,0.7692,1290.19,NetBanking
CUST_00835,666,46,18,28,0.3913,2155.38,Wallet
CUST_00836,46,52,27,25,0.5192,2601.78,NetBanking
CUST_00837,1184,43,27,16,0.6279,6537.76,Wallet
CUST_00838,784,80,55,25,0.6875,1097.9,Card
CUST_00839,1149,36,14,22,0.3889,4398.53,UPI
CUST_00840,869,8,3,5,0.375,1901.14,NetBanking
CUST_00841,1332,6,3,3,0.5,2133.19,UPI
CUST_00842,1376,53,34,19,0.6415,3541.74,UPI
CUST_00843,450,72,36,36,0.5,1006.36,Wallet
CUST_00844,1037,12,5,7,0.4167,2886.17,NetBanking
CUST_00845,220,10,6,4,0.6,2481.25,Wallet
CUST_00846,1465,52,44,8,0.8462,3117.28,UPI
CUST_00847,1219,17,13,4,0.7647,2703.81,Card
CUST_00848,1335,55,20,35,0.3636,12316.68,UPI
CUST_00849,920,21,13,8,0.619,1413.16,NetBanking
CUST_00850,564,45,38,7,0.8444,1522.79,NetBanking
CUST_00851,681,62,35,27,0.5645,1427.67,Card
CUST_00852,182,30,13,17,0.4333,1496.92,UPI
CUST_00853,348,18,7,11,0.3889,1413.51,Wallet
CUST_00854,984,45,39,6,0.8667,5076.17,UPI
CUST_00855,1127,50,28,22,0.56,5969.11,Wallet
CUST_00856,661,64,35,29,0.5469,1481.01,UPI
CUST_00857,215,25,16,9,0.64,1233.18,UPI
CUST_00858,470,46,22,24,0.4783,3071.71,UPI
CUST_00859,1486,36,21,15,0.5833,1500.34,Wallet
CUST_00860,1081,11,7,4,0.6364,3439.4,NetBanking
CUST_00861,386,8,5,3,0.625,2545.41,Wallet
CUST_00862,1168,75,37,38,0.4933,764.31,UPI
CUST_00863,976,18,17,1,0.9444,6524.07,Card
CUST_00864,278,6,1,5,0.1667,7762.92,Card
CUST_00865,297,30,21,9,0.7,1438.06,NetBanking
CUST_00866,1435,15,13,2,0.8667,1683.46,NetBanking
CUST_00867,183,7,2,5,0.2857,2697.57,Card
CUST_00868,1352,61,26,35,0.4262,2790.9,UPI
CUST_00869,709,20,6,14,0.3,3501.62,Wallet
CUST_00870,133,26,25,1,0.9615,9019.49,Wallet
CUST_00871,838,68,21,47,0.3088,1951.08,Wallet
CUST_00872,1429,59,28,31,0.4746,1262.93,NetBanking
CUST_00873,469,28,16,12,0.5714,840.9,NetBanking
CUST_00874,943,24,8,16,0.3333,1323.92,Card
CUST_00875,1355,42,27,15,0.6429,2157.73,Wallet
CUST_00876,1157,66,22,44,0.3333,7755.76,UPI
CUST_00877,602,54,24,30,0.4444,1537.13,Wallet
CUST_00878,438,72,36,36,0.5,2582.86,UPI
CUST_00879,813,50,45,5,0.9,2183.11,Wallet
CUST_00880,734,77,55,22,0.7143,5073.95,NetBanking
CUST_00881,825,39,16,23,0.4103,12950.02,UPI
CUST_00882,683,33,9,24,0.2727,1522.93,NetBanking
CUST_00883,149,65,52,13,0.8,1567.74,NetBanking
CUST_00884,1226,34,15,19,0.4412,4586.68,UPI
CUST_00885,537,35,18,17,0.5143,3559.32,UPI
CUST_00886,479,78,77,1,0.9872,8044.11,Wallet
CUST_00887,756,27,13,14,0.4815,3323.42,Card
CUST_00888,1243,45,35,10,0.7778,1717.28,UPI
CUST_00889,1470,50,24,26,0.48,3339.11,Card
CUST_00890,1038,74,41,33,0.5541,4798.66,Card
CUST_00891,1034,9,3,6,0.3333,3921.92,UPI
CUST_00892,506,33,9,24,0.2727,3149.79,Wallet
CUST_00893,31,47,26,21,0.5532,4659.54,Card
CUST_00894,727,27,18,9,0.6667,5006.57,UPI
CUST_00895,74,23,10,13,0.4348,5811.02,UPI
CUST_00896,1107,51,19,32,0.3725,3477.6,NetBanking
CUST_00897,1472,55,53,2,0.9636,1964.55,UPI
CUST_00898,719,43,32,11,0.7442,2447.2,Card
CUST_00899,352,60,58,2,0.9667,5138.7,Wallet
CUST_00900,1359,45,24,21,0.5333,1246.56,NetBanking
CUST_00901,487,80,76,4,0.95,2858.55,Card
CUST_00902,804,44,31,13,0.7045,1676.83,Card
CUST_00903,393,5,5,0,1.0,2253.23,Wallet
CUST_00904,1192,9,4,5,0.4444,5404.12,NetBanking
CUST_00905,1282,33,29,4,0.8788,2524.43,UPI
CUST_00906,1046,23,16,7,0.6957,2281.31,UPI
CUST_00907,517,49,34,15,0.6939,852.44,Card
CUST_00908,1332,16,15,1,0.9375,3723.34,NetBanking
CUST_00909,944,6,3,3,0.5,3469.75,Card
CUST_00910,541,13,8,5,0.6154,10039.46,NetBanking
CUST_00911,251,5,1,4,0.2,1780.33,Wallet
CUST_00912,927,58,27,31,0.4655,2574.49,Wallet
CUST_00913,1039,53,37,16,0.6981,2629.55,Wallet
CUST_00914,237,66,55,11,0.8333,6662.28,Card
CUST_00915,363,62,22,40,0.3548,2065.84,UPI
CUST_00916,633,7,4,3,0.5714,2684.68,NetBanking
CUST_00917,244,14,9,5,0.6429,3379.65,Card
CUST_00918,798,25,9,16,0.36,2516.51,UPI
CUST_00919,722,66,64,2,0.9697,1615.66,UPI
CUST_00920,913,26,26,0,1.0,2529.72,Wallet
CUST_00921,351,11,4,7,0.3636,4682.29,NetBanking
CUST_00922,450,29,21,8,0.7241,1076.47,NetBanking
CUST_00923,1382,41,21,20,0.5122,2423.77,Card
CUST_00924,226,11,9,2,0.8182,1352.78,Wallet
CUST_00925,344,11,8,3,0.7273,5097.64,UPI
CUST_00926,905,16,8,8,0.5,760.34,Wallet
CUST_00927,438,17,5,12,0.2941,1493.32,Card
CUST_00928,379,42,14,28,0.3333,2875.69,Wallet
CUST_00929,266,44,38,6,0.8636,6606.88,Wallet
CUST_00930,1031,38,13,25,0.3421,2109.01,Wallet
CUST_00931,408,52,39,13,0.75,1497.21,NetBanking
CUST_00932,412,62,20,42,0.3226,8240.45,NetBanking
CUST_00933,930,64,35,29,0.5469,801.42,Card
CUST_00934,580,77,26,51,0.3377,473.82,Card
CUST_00935,1456,17,6,11,0.3529,3004.93,NetBanking
CUST_00936,1138,57,54,3,0.9474,1553.96,Card
CUST_00937,1163,12,9,3,0.75,1080.45,Wallet
CUST_00938,1126,65,55,10,0.8462,3625.87,Card
CUST_00939,1005,43,17,26,0.3953,2619.3,Wallet
CUST_00940,1492,9,4,5,0.4444,1487.94,UPI
CUST_00941,949,27,13,14,0.4815,901.25,Card
