transaction_id,amount,failure_reason,payment_method,attempt_number,historical_success_rate,risk_score,risk_level,revenue_at_risk,recovery_eligible
TXN_002061,1064.59,bank_declined,Card,1,1.0,0.6648,HIGH,1064.59,True
TXN_002062,1290.89,bank_declined,Card,1,0.5625,0.5361,MEDIUM,1290.89,True
TXN_002066,2964.53,bank_declined,UPI,2,0.4265,0.4461,MEDIUM,2964.53,True
TXN_002067,3720.15,expired_card,Card,1,0.3913,0.4105,MEDIUM,3720.15,True
TXN_002073,1102.91,bank_timeout,UPI,1,0.4091,0.524,MEDIUM,1102.91,True
TXN_002074,4158.94,insufficient_funds,Card,1,0.5873,0.5498,MEDIUM,4158.94,True
TXN_002077,7521.7,bank_timeout,NetBanking,2,0.8261,0.5441,MEDIUM,7521.7,True
TXN_002082,3387.03,network_error,UPI,1,0.4348,0.5403,MEDIUM,3387.03,True
TXN_002083,2604.57,network_error,Card,1,0.8605,0.6646,HIGH,2604.57,True
TXN_002089,3693.74,bank_declined,Card,2,0.3714,0.3624,MEDIUM,3693.74,True
TXN_002091,2287.62,bank_timeout,UPI,1,0.3953,0.5294,MEDIUM,2287.62,True
TXN_002097,2345.13,bank_declined,Card,1,0.3404,0.4772,MEDIUM,2345.13,True
TXN_002098,3564.31,bank_timeout,UPI,2,0.7812,0.5209,MEDIUM,3564.31,True
TXN_002099,5251.51,bank_declined,Card,1,0.9565,0.6726,HIGH,5251.51,True
TXN_002103,3696.33,authentication_failure,UPI,1,0.8667,0.647,HIGH,3696.33,True
TXN_002108,2726.89,network_error,UPI,1,1.0,0.7071,CRITICAL,2726.89,True
TXN_002112,1988.18,network_error,Card,1,0.303,0.4939,MEDIUM,1988.18,True
TXN_002114,1591.12,bank_timeout,UPI,1,0.4416,0.5385,MEDIUM,1591.12,True
TXN_002117,1433.2,bank_timeout,NetBanking,1,1.0,0.7047,CRITICAL,1433.2,True
TXN_002118,883.6,bank_timeout,UPI,1,1.0,0.6284,HIGH,883.6,True
TXN_002128,1118.96,bank_timeout,UPI,1,0.9744,0.6938,HIGH,1118.96,True
TXN_002130,381.36,network_error,NetBanking,1,0.3286,0.4801,MEDIUM,381.36,True
TXN_002133,1016.16,bank_declined,NetBanking,1,0.9286,0.6428,HIGH,1016.16,True
TXN_002134,3051.13,bank_timeout,NetBanking,2,0.7273,0.5727,MEDIUM,3051.13,True
TXN_002147,2164.42,bank_timeout,NetBanking,2,0.6944,0.5584,MEDIUM,2164.42,True
TXN_002153,2331.07,network_error,Card,1,0.3016,0.4955,MEDIUM,2331.07,True
TXN_002156,680.81,insufficient_funds,Card,1,0.7812,0.5844,MEDIUM,680.81,True
TXN_002157,4112.82,bank_timeout,NetBanking,3,0.8667,0.5584,MEDIUM,4112.82,False
TXN_002160,527.82,bank_declined,UPI,1,0.5893,0.5325,MEDIUM,527.82,True
TXN_002161,1282.85,bank_timeout,UPI,2,0.4384,0.4748,MEDIUM,1282.85,True
TXN_002163,7018.69,authentication_failure,Card,1,0.2791,0.4791,MEDIUM,7018.69,True
TXN_002169,2413.23,bank_timeout,UPI,1,0.3103,0.5046,MEDIUM,2413.23,True
TXN_002175,4890.34,insufficient_funds,Card,1,0.5246,0.4631,MEDIUM,4890.34,True
TXN_002181,1330.07,bank_timeout,UPI,3,0.4333,0.4137,MEDIUM,1330.07,False
TXN_002183,1280.36,bank_declined,NetBanking,1,0.4255,0.4949,MEDIUM,1280.36,True
TXN_002188,427.28,bank_declined,UPI,1,0.3448,0.3864,MEDIUM,427.28,True
TXN_002189,1557.02,insufficient_funds,Wallet,1,0.9,0.6308,HIGH,1557.02,True
TXN_002191,18754.85,insufficient_funds,Card,1,0.4528,0.529,MEDIUM,18754.85,True
TXN_002192,2749.3,bank_declined,Card,2,0.6447,0.5106,MEDIUM,2749.3,True
TXN_002203,634.14,bank_timeout,UPI,3,1.0,0.5741,MEDIUM,634.14,False
TXN_002205,2745.03,network_error,UPI,2,0.5441,0.5104,MEDIUM,2745.03,True
TXN_002208,901.78,authentication_failure,UPI,1,0.6667,0.5687,MEDIUM,901.78,True
TXN_002210,1084.0,bank_declined,UPI,2,0.8182,0.5505,MEDIUM,1084.0,True
TXN_002213,5293.64,bank_timeout,UPI,1,0.3529,0.5276,MEDIUM,5293.64,True
TXN_002215,1234.09,bank_declined,UPI,1,0.3704,0.4779,MEDIUM,1234.09,True
TXN_002219,8845.08,network_error,NetBanking,1,0.7143,0.5667,MEDIUM,8845.08,True
TXN_002221,1264.38,network_error,UPI,1,0.5333,0.5571,MEDIUM,1264.38,True
TXN_002230,1783.8,insufficient_funds,Card,2,0.4062,0.4244,MEDIUM,1783.8,True
TXN_002232,1810.55,bank_timeout,UPI,2,0.6923,0.5554,MEDIUM,1810.55,True
TXN_002236,3023.82,bank_timeout,UPI,1,0.4545,0.5508,MEDIUM,3023.82,True
TXN_002243,5710.87,bank_timeout,UPI,1,0.4211,0.549,MEDIUM,5710.87,True
TXN_002248,3904.61,bank_timeout,UPI,2,0.3529,0.3936,MEDIUM,3904.61,True
TXN_002253,869.18,bank_declined,UPI,2,0.7143,0.5165,MEDIUM,869.18,True
TXN_002256,8329.72,insufficient_funds,Card,1,0.5,0.5326,MEDIUM,8329.72,True
TXN_002258,3769.56,bank_timeout,NetBanking,2,0.6279,0.5457,MEDIUM,3769.56,True
TXN_002264,2607.81,network_error,UPI,1,0.375,0.519,MEDIUM,2607.81,True
TXN_002269,1792.67,insufficient_funds,Card,1,0.9091,0.6353,HIGH,1792.67,True
TXN_002270,2957.69,bank_timeout,UPI,1,0.8209,0.6604,HIGH,2957.69,True
TXN_002272,5301.02,insufficient_funds,Card,1,0.8667,0.6367,HIGH,5301.02,True
TXN_002278,1891.27,authentication_failure,UPI,1,0.5,0.4583,MEDIUM,1891.27,True
TXN_002281,1444.4,bank_declined,NetBanking,1,0.4146,0.4932,MEDIUM,1444.4,True
TXN_002285,7802.54,authentication_failure,UPI,1,0.2727,0.4086,MEDIUM,7802.54,True
TXN_002286,2287.38,insufficient_funds,Wallet,1,0.3509,0.4711,MEDIUM,2287.38,True
TXN_002287,460.03,bank_declined,Card,1,0.7576,0.5812,MEDIUM,460.03,True
TXN_002292,413.09,network_error,Card,3,0.8312,0.5119,MEDIUM,413.09,False
TXN_002295,2169.46,bank_declined,UPI,2,0.7429,0.537,MEDIUM,2169.46,True
TXN_002298,2579.87,authentication_failure,NetBanking,1,0.5161,0.5372,MEDIUM,2579.87,True
TXN_002299,16542.49,expired_card,Card,1,0.48,0.5266,MEDIUM,16542.49,True
TXN_002308,1238.37,bank_declined,UPI,1,1.0,0.6668,HIGH,1238.37,True
TXN_002313,880.61,authentication_failure,UPI,2,0.3731,0.4203,MEDIUM,880.61,True
TXN_002320,2017.98,bank_declined,UPI,2,0.3226,0.4099,MEDIUM,2017.98,True
TXN_002322,453.14,authentication_failure,Card,1,0.9355,0.6404,HIGH,453.14,True
TXN_002323,2763.52,bank_declined,UPI,1,0.5385,0.5388,MEDIUM,2763.52,True
TXN_002324,2330.12,authentication_failure,UPI,2,0.9718,0.5426,MEDIUM,2330.12,True
TXN_002330,1716.07,network_error,UPI,1,0.3846,0.5164,MEDIUM,1716.07,True
TXN_002334,4379.98,bank_declined,NetBanking,1,0.5823,0.5579,MEDIUM,4379.98,True
TXN_002336,16572.33,bank_timeout,UPI,1,0.9545,0.7229,CRITICAL,16572.33,True
TXN_002342,2129.6,network_error,NetBanking,2,0.3023,0.4345,MEDIUM,2129.6,True
TXN_002345,464.24,bank_declined,NetBanking,1,0.6667,0.484,MEDIUM,464.24,True
TXN_002348,4373.2,bank_declined,UPI,1,0.5385,0.5448,MEDIUM,4373.2,True
TXN_002349,3207.76,bank_timeout,UPI,2,0.3651,0.4647,MEDIUM,3207.76,True
TXN_002352,4304.78,network_error,Wallet,2,0.619,0.5387,MEDIUM,4304.78,True
TXN_002355,1911.89,bank_timeout,UPI,1,0.3878,0.5248,MEDIUM,1911.89,True
TXN_002358,4424.54,bank_timeout,UPI,1,0.3538,0.5255,MEDIUM,4424.54,True
TXN_002365,3974.37,network_error,UPI,1,0.5455,0.5756,MEDIUM,3974.37,True
TXN_002372,1102.27,authentication_failure,UPI,2,0.7381,0.5327,MEDIUM,1102.27,True
TXN_002373,2611.22,network_error,Wallet,1,0.9412,0.6889,HIGH,2611.22,True
TXN_002374,5245.03,insufficient_funds,Card,1,0.3462,0.4805,MEDIUM,5245.03,True
TXN_002378,1379.03,insufficient_funds,Card,1,0.7778,0.5925,MEDIUM,1379.03,True
TXN_002381,9540.31,bank_declined,Card,2,0.6207,0.5196,MEDIUM,9540.31,True
TXN_002384,994.86,bank_timeout,NetBanking,1,0.8,0.6399,HIGH,994.86,True
TXN_002386,5558.12,bank_timeout,UPI,1,0.6154,0.537,MEDIUM,5558.12,True
TXN_002387,2976.97,bank_timeout,UPI,3,0.4688,0.4349,MEDIUM,2976.97,False
TXN_002389,2867.86,expired_card,Card,1,0.4,0.4797,MEDIUM,2867.86,True
TXN_002399,9308.57,network_error,Card,1,0.8824,0.6878,HIGH,9308.57,True
TXN_002405,2308.36,authentication_failure,Card,2,0.8125,0.5647,MEDIUM,2308.36,True
TXN_002407,1960.62,insufficient_funds,Card,1,1.0,0.6638,HIGH,1960.62,True
TXN_002416,3581.75,bank_timeout,UPI,2,0.5862,0.5325,MEDIUM,3581.75,True
TXN_002420,3748.58,network_error,NetBanking,2,0.8333,0.6012,HIGH,3748.58,True
TXN_002422,5046.09,network_error,Wallet,3,0.4459,0.4289,MEDIUM,5046.09,False
TXN_002426,3166.75,bank_declined,UPI,1,0.2963,0.4679,MEDIUM,3166.75,True
TXN_002427,1234.25,network_error,Card,1,0.9048,0.6682,HIGH,1234.25,True
TXN_002430,2419.48,expired_card,Card,3,0.8049,0.479,MEDIUM,2419.48,False
TXN_002432,2106.29,network_error,NetBanking,1,0.5333,0.5637,MEDIUM,2106.29,True
TXN_002441,1322.27,insufficient_funds,Card,1,0.9167,0.6337,HIGH,1322.27,True
TXN_002443,881.07,network_error,UPI,2,0.9459,0.5461,MEDIUM,881.07,True
TXN_002448,554.23,bank_timeout,NetBanking,1,0.4444,0.5257,MEDIUM,554.23,True
TXN_002454,5610.22,bank_timeout,UPI,1,0.6207,0.6087,HIGH,5610.22,True
TXN_002457,1171.01,bank_timeout,UPI,2,0.4937,0.4902,MEDIUM,1171.01,True
TXN_002460,3807.84,bank_timeout,NetBanking,1,0.3529,0.4533,MEDIUM,3807.84,True
TXN_002465,1239.98,expired_card,Card,1,0.8406,0.531,MEDIUM,1239.98,True
TXN_002468,2750.57,network_error,Wallet,1,0.4062,0.529,MEDIUM,2750.57,True
TXN_002469,16405.48,bank_timeout,UPI,1,0.6825,0.6412,HIGH,16405.48,True
TXN_002474,2659.08,authentication_failure,UPI,1,0.7143,0.597,MEDIUM,2659.08,True
TXN_002475,2121.26,insufficient_funds,Card,1,0.3846,0.4102,MEDIUM,2121.26,True
TXN_002478,3080.27,authentication_failure,Card,1,0.8125,0.6284,HIGH,3080.27,True
TXN_002481,10176.33,bank_declined,NetBanking,1,0.2778,0.4776,MEDIUM,10176.33,True
TXN_002482,2038.8,authentication_failure,Card,1,0.4889,0.526,MEDIUM,2038.8,True
TXN_002487,3944.87,authentication_failure,Card,1,0.1667,0.3679,MEDIUM,3944.87,True
TXN_002489,3658.93,authentication_failure,Card,1,0.8409,0.6392,HIGH,3658.93,True
TXN_002493,797.72,bank_timeout,NetBanking,2,0.5862,0.5129,MEDIUM,797.72,True
TXN_002499,4119.74,bank_declined,Wallet,2,0.6286,0.441,MEDIUM,4119.74,True
TXN_002506,1586.27,network_error,UPI,1,1.0,0.7,CRITICAL,1586.27,True
TXN_002507,745.17,bank_declined,Wallet,2,0.6,0.4802,MEDIUM,745.17,True
TXN_002515,3034.91,network_error,UPI,1,0.6364,0.5994,MEDIUM,3034.91,True
TXN_002516,6328.82,network_error,NetBanking,1,0.44,0.55,MEDIUM,6328.82,True
TXN_002521,6854.13,network_error,UPI,1,0.4167,0.5441,MEDIUM,6854.13,True
TXN_002522,934.69,bank_timeout,UPI,2,0.675,0.5416,MEDIUM,934.69,True
TXN_002523,1758.4,insufficient_funds,Card,1,0.4909,0.5096,MEDIUM,1758.4,True
TXN_002528,1461.38,bank_timeout,NetBanking,3,0.6053,0.4665,MEDIUM,1461.38,False
TXN_002529,5549.79,bank_declined,Wallet,1,0.4186,0.4419,MEDIUM,5549.79,True
TXN_002533,7264.11,bank_timeout,UPI,1,0.8125,0.6696,HIGH,7264.11,True
TXN_002535,8595.44,authentication_failure,UPI,1,0.5823,0.5727,MEDIUM,8595.44,True
TXN_002539,2131.76,bank_declined,Wallet,1,0.3889,0.4905,MEDIUM,2131.76,True
TXN_002540,4478.57,bank_timeout,UPI,1,0.6866,0.6255,HIGH,4478.57,True
TXN_002549,1234.81,network_error,Wallet,2,0.8667,0.5268,MEDIUM,1234.81,True
TXN_002551,1962.69,expired_card,Card,1,0.7746,0.5872,MEDIUM,1962.69,True
TXN_002555,1981.78,bank_declined,UPI,1,0.4,0.4929,MEDIUM,1981.78,True
TXN_002558,3760.21,bank_declined,UPI,1,0.381,0.4956,MEDIUM,3760.21,True
TXN_002559,935.69,authentication_failure,Card,3,0.7358,0.4699,MEDIUM,935.69,False
TXN_002562,2422.74,authentication_failure,Card,1,0.6,0.5615,MEDIUM,2422.74,True
TXN_002564,3570.54,authentication_failure,UPI,1,0.9538,0.6727,HIGH,3570.54,True
TXN_002565,1586.03,authentication_failure,UPI,2,0.8636,0.5751,MEDIUM,1586.03,True
TXN_002568,1316.34,bank_timeout,NetBanking,1,0.2857,0.4193,MEDIUM,1316.34,True
TXN_002569,1619.66,bank_timeout,UPI,1,0.7778,0.6396,HIGH,1619.66,True
TXN_002570,1848.72,bank_declined,Wallet,1,0.8,0.612,HIGH,1848.72,True
TXN_002572,3436.65,bank_timeout,UPI,1,0.878,0.6795,HIGH,3436.65,True
TXN_002574,1875.08,bank_declined,UPI,1,0.625,0.5597,MEDIUM,1875.08,True
TXN_002575,1958.94,bank_declined,UPI,2,0.7568,0.4698,MEDIUM,1958.94,True
TXN_002577,2507.96,authentication_failure,UPI,1,1.0,0.682,HIGH,2507.96,True
TXN_002578,3295.67,bank_timeout,UPI,1,0.3448,0.519,MEDIUM,3295.67,True
TXN_002579,6184.54,bank_timeout,NetBanking,1,0.3529,0.5296,MEDIUM,6184.54,True
TXN_002583,575.0,authentication_failure,NetBanking,3,0.5455,0.4065,MEDIUM,575.0,False
TXN_002586,2564.47,bank_timeout,NetBanking,1,0.32,0.4383,MEDIUM,2564.47,True
TXN_002592,8700.64,bank_timeout,UPI,2,0.878,0.6316,HIGH,8700.64,True
TXN_002596,3447.16,insufficient_funds,Card,1,0.95,0.5861,MEDIUM,3447.16,True
TXN_002598,403.61,bank_declined,Card,1,0.4875,0.4985,MEDIUM,403.61,True
TXN_002599,1562.9,insufficient_funds,Card,1,0.8378,0.6122,HIGH,1562.9,True
TXN_002603,4787.86,authentication_failure,NetBanking,1,0.9259,0.6682,HIGH,4787.86,True
TXN_002606,841.71,bank_timeout,UPI,1,0.907,0.6699,HIGH,841.71,True
TXN_002608,2777.65,authentication_failure,UPI,2,0.7593,0.5511,MEDIUM,2777.65,True
TXN_002609,2750.32,insufficient_funds,Card,2,0.3404,0.4103,MEDIUM,2750.32,True
TXN_002610,4640.25,bank_declined,NetBanking,1,0.9643,0.6733,HIGH,4640.25,True
TXN_002611,4387.19,authentication_failure,UPI,1,0.4333,0.5193,MEDIUM,4387.19,True
TXN_002613,943.68,bank_timeout,UPI,1,0.875,0.6618,HIGH,943.68,True
TXN_002614,3742.44,network_error,Card,2,0.5325,0.5109,MEDIUM,3742.44,True
TXN_002615,1234.93,bank_timeout,Wallet,2,0.4219,0.4693,MEDIUM,1234.93,True
TXN_002616,716.78,bank_declined,UPI,1,0.3778,0.403,MEDIUM,716.78,True
TXN_002617,2070.97,bank_timeout,UPI,3,0.2759,0.3723,MEDIUM,2070.97,False
TXN_002618,1601.63,authentication_failure,UPI,1,0.8,0.6161,HIGH,1601.63,True
TXN_002623,1797.3,bank_timeout,UPI,1,0.5323,0.5673,MEDIUM,1797.3,True
TXN_002630,2117.36,network_error,Card,1,0.4545,0.5401,MEDIUM,2117.36,True
TXN_002636,1489.55,bank_timeout,UPI,1,0.375,0.5177,MEDIUM,1489.55,True
TXN_002637,1851.74,insufficient_funds,Wallet,1,0.5556,0.5297,MEDIUM,1851.74,True
TXN_002640,6292.98,network_error,Wallet,2,0.8611,0.6163,HIGH,6292.98,True
TXN_002642,1507.86,bank_timeout,Wallet,1,0.5714,0.5768,MEDIUM,1507.86,True
TXN_002646,2043.64,insufficient_funds,Card,1,0.7692,0.5951,MEDIUM,2043.64,True
TXN_002647,10042.04,authentication_failure,NetBanking,2,0.3953,0.4586,MEDIUM,10042.04,True
TXN_002648,791.91,bank_declined,UPI,1,0.7188,0.5766,MEDIUM,791.91,True
TXN_002649,2667.0,network_error,UPI,1,0.4559,0.5436,MEDIUM,2667.0,True
TXN_002651,5328.54,authentication_failure,UPI,1,0.3462,0.4957,MEDIUM,5328.54,True
TXN_002655,2073.99,bank_timeout,UPI,3,0.6667,0.4895,MEDIUM,2073.99,False
TXN_002657,5838.02,bank_declined,NetBanking,1,0.9333,0.597,MEDIUM,5838.02,True
TXN_002658,505.8,expired_card,Card,1,0.6377,0.4585,MEDIUM,505.8,True
TXN_002662,2696.75,bank_declined,UPI,1,0.5714,0.5483,MEDIUM,2696.75,True
TXN_002664,1810.4,network_error,Card,1,0.375,0.5142,MEDIUM,1810.4,True
TXN_002668,2402.26,bank_declined,UPI,1,0.7424,0.5981,MEDIUM,2402.26,True
TXN_002673,2513.49,bank_timeout,UPI,1,0.9623,0.6307,HIGH,2513.49,True
TXN_002674,4429.85,insufficient_funds,Card,1,0.541,0.5367,MEDIUM,4429.85,True
TXN_002676,1381.37,network_error,UPI,1,0.4,0.4482,MEDIUM,1381.37,True
TXN_002678,5526.44,insufficient_funds,Wallet,1,0.3607,0.4855,MEDIUM,5526.44,True
TXN_002679,12914.79,bank_declined,Card,1,0.7381,0.5488,MEDIUM,12914.79,True
TXN_002684,8774.25,network_error,UPI,1,0.5789,0.526,MEDIUM,8774.25,True
TXN_002707,1492.74,authentication_failure,NetBanking,1,0.3889,0.4919,MEDIUM,1492.74,True
TXN_002708,1496.21,authentication_failure,UPI,1,0.3973,0.4944,MEDIUM,1496.21,True
TXN_002709,2466.2,bank_timeout,UPI,1,0.9643,0.7011,CRITICAL,2466.2,True
TXN_002714,2888.22,authentication_failure,Card,2,0.625,0.5113,MEDIUM,2888.22,True
TXN_002719,5228.97,insufficient_funds,Card,1,0.8816,0.641,HIGH,5228.97,True
TXN_002720,9282.98,insufficient_funds,Card,1,0.8462,0.6379,HIGH,9282.98,True
TXN_002721,2083.71,bank_timeout,Wallet,2,0.3231,0.4465,MEDIUM,2083.71,True
TXN_002724,3551.7,authentication_failure,UPI,1,0.2727,0.4683,MEDIUM,3551.7,True
TXN_002734,2384.22,network_error,UPI,3,0.9615,0.5038,MEDIUM,2384.22,False
TXN_002737,1480.88,bank_declined,NetBanking,2,0.5152,0.4637,MEDIUM,1480.88,True
TXN_002738,2502.87,bank_timeout,Wallet,1,0.3,0.432,MEDIUM,2502.87,True
TXN_002740,4244.14,authentication_failure,Card,1,0.7424,0.6116,HIGH,4244.14,True
TXN_002745,1808.72,authentication_failure,UPI,1,0.5417,0.5402,MEDIUM,1808.72,True
TXN_002749,830.03,bank_declined,UPI,2,0.383,0.4165,MEDIUM,830.03,True
TXN_002752,9089.12,expired_card,Card,1,0.7547,0.6012,HIGH,9089.12,True
TXN_002768,3523.45,bank_timeout,NetBanking,1,0.8462,0.6703,HIGH,3523.45,True
TXN_002769,2246.5,bank_declined,Card,1,0.7419,0.5971,MEDIUM,2246.5,True
TXN_002770,5304.19,network_error,NetBanking,2,0.3333,0.4557,MEDIUM,5304.19,True
TXN_002771,2911.63,bank_declined,UPI,1,0.6154,0.5625,MEDIUM,2911.63,True
TXN_002776,10028.73,insufficient_funds,Card,2,0.2951,0.4136,MEDIUM,10028.73,True
TXN_002779,316.45,bank_declined,UPI,1,0.625,0.5366,MEDIUM,316.45,True
TXN_002780,1880.31,authentication_failure,UPI,1,0.9412,0.6606,HIGH,1880.31,True
TXN_002781,2157.87,bank_declined,Card,1,0.68,0.578,MEDIUM,2157.87,True
TXN_002784,3573.57,insufficient_funds,Wallet,1,0.4545,0.5079,MEDIUM,3573.57,True
TXN_002785,2257.42,network_error,UPI,1,0.8421,0.6572,HIGH,2257.42,True
TXN_002786,5229.04,bank_timeout,UPI,2,0.3143,0.4558,MEDIUM,5229.04,True
TXN_002787,3272.96,network_error,UPI,1,0.5556,0.5761,MEDIUM,3272.96,True
TXN_002789,2754.86,bank_timeout,UPI,1,0.5312,0.5026,MEDIUM,2754.86,True
TXN_002790,1304.95,bank_timeout,UPI,3,0.8636,0.4726,MEDIUM,1304.95,False
TXN_002796,1559.88,bank_timeout,UPI,1,0.9286,0.6844,HIGH,1559.88,True
TXN_002798,4484.6,network_error,NetBanking,1,0.8947,0.682,HIGH,4484.6,True
TXN_002801,7771.65,insufficient_funds,Card,1,0.4909,0.529,MEDIUM,7771.65,True
TXN_002804,2197.9,network_error,UPI,1,0.625,0.5218,MEDIUM,2197.9,True
TXN_002809,7352.34,insufficient_funds,Card,1,0.4706,0.5222,MEDIUM,7352.34,True
TXN_002810,2335.96,insufficient_funds,Card,1,0.6,0.5461,MEDIUM,2335.96,True
TXN_002812,747.82,network_error,UPI,1,0.6087,0.5728,MEDIUM,747.82,True
TXN_002815,4329.78,bank_timeout,Wallet,2,0.3,0.4491,MEDIUM,4329.78,True
TXN_002816,7094.74,bank_timeout,UPI,1,0.7273,0.6437,HIGH,7094.74,True
TXN_002823,7158.95,bank_declined,UPI,1,0.8571,0.6468,HIGH,7158.95,True
TXN_002826,1856.68,bank_timeout,UPI,2,0.8462,0.6019,HIGH,1856.68,True
TXN_002828,1554.09,bank_timeout,NetBanking,1,0.3429,0.5086,MEDIUM,1554.09,True
TXN_002839,1772.38,insufficient_funds,Wallet,1,0.3333,0.4625,MEDIUM,1772.38,True
TXN_002841,3984.76,bank_declined,UPI,1,0.8788,0.6457,HIGH,3984.76,True
TXN_002844,1505.55,bank_declined,UPI,1,0.95,0.6543,HIGH,1505.55,True
TXN_002851,1065.38,bank_declined,NetBanking,1,0.6053,0.5464,MEDIUM,1065.38,True
TXN_002858,531.68,bank_declined,UPI,1,0.9167,0.6308,HIGH,531.68,True
TXN_002860,1321.27,authentication_failure,Card,1,0.9219,0.6502,HIGH,1321.27,True
TXN_002864,2029.47,authentication_failure,UPI,2,0.4,0.4392,MEDIUM,2029.47,True
TXN_002866,2173.51,bank_timeout,UPI,2,0.3421,0.3828,MEDIUM,2173.51,True
TXN_002867,5531.83,insufficient_funds,Card,1,0.6267,0.5653,MEDIUM,5531.83,True
TXN_002870,3879.56,bank_declined,Card,2,0.6923,0.5294,MEDIUM,3879.56,True
TXN_002871,1476.58,bank_timeout,UPI,1,0.8077,0.6474,HIGH,1476.58,True
TXN_002872,3199.3,bank_declined,UPI,1,0.8611,0.6375,HIGH,3199.3,True
TXN_002873,2480.79,insufficient_funds,Card,1,0.4815,0.5113,MEDIUM,2480.79,True
TXN_002877,2869.3,expired_card,Card,2,0.8077,0.542,MEDIUM,2869.3,True
TXN_002880,910.07,expired_card,Card,1,0.88,0.6088,HIGH,910.07,True
TXN_002883,1060.17,bank_declined,UPI,1,0.5455,0.5284,MEDIUM,1060.17,True
TXN_002884,1872.17,bank_timeout,Wallet,1,0.5789,0.5818,MEDIUM,1872.17,True
TXN_002886,2498.75,expired_card,Card,3,0.4815,0.3824,MEDIUM,2498.75,False
TXN_002895,11056.23,bank_timeout,UPI,2,0.4937,0.4494,MEDIUM,11056.23,True
TXN_002897,1250.28,bank_timeout,NetBanking,1,0.3824,0.5176,MEDIUM,1250.28,True
TXN_002900,1835.77,bank_declined,NetBanking,2,0.3529,0.4178,MEDIUM,1835.77,True
TXN_002904,3518.74,bank_timeout,UPI,1,0.907,0.6185,HIGH,3518.74,True
TXN_002907,2240.43,network_error,NetBanking,2,0.8095,0.5874,MEDIUM,2240.43,True
TXN_002918,3670.56,bank_timeout,UPI,2,0.6216,0.5434,MEDIUM,3670.56,True
TXN_002922,10457.96,bank_declined,NetBanking,1,0.9167,0.5996,MEDIUM,10457.96,True
TXN_002923,2722.75,bank_timeout,UPI,3,0.8983,0.5625,MEDIUM,2722.75,False
TXN_002925,21214.12,network_error,UPI,1,0.8966,0.7028,CRITICAL,21214.12,True
TXN_002927,7735.33,bank_declined,UPI,1,0.7143,0.6049,HIGH,7735.33,True
TXN_002928,1244.57,bank_declined,UPI,1,0.5952,0.5454,MEDIUM,1244.57,True
TXN_002932,897.98,bank_declined,NetBanking,2,0.7705,0.5338,MEDIUM,897.98,True
TXN_002939,2236.75,network_error,Card,1,0.5909,0.5818,MEDIUM,2236.75,True
TXN_002940,2775.18,bank_declined,UPI,1,0.7547,0.6037,HIGH,2775.18,True
TXN_002941,2019.98,bank_timeout,UPI,1,0.2909,0.4964,MEDIUM,2019.98,True
TXN_002942,1009.74,insufficient_funds,Wallet,1,0.6364,0.4761,MEDIUM,1009.74,True
TXN_002943,2828.35,authentication_failure,Card,1,0.5484,0.4781,MEDIUM,2828.35,True
TXN_002944,531.8,authentication_failure,Card,2,0.931,0.5811,MEDIUM,531.8,True
TXN_002948,937.07,bank_timeout,UPI,1,0.5541,0.5654,MEDIUM,937.07,True
TXN_002964,1918.34,network_error,UPI,1,0.6964,0.6114,HIGH,1918.34,True
TXN_002965,6599.34,authentication_failure,Card,1,0.4,0.5146,MEDIUM,6599.34,True
TXN_002966,1867.13,network_error,UPI,2,0.9429,0.625,HIGH,1867.13,True
TXN_002967,1550.97,authentication_failure,NetBanking,1,0.6957,0.5844,MEDIUM,1550.97,True
TXN_002973,2883.21,bank_declined,UPI,1,0.3974,0.497,MEDIUM,2883.21,True
TXN_002975,6746.99,network_error,UPI,1,0.4545,0.5552,MEDIUM,6746.99,True
TXN_002982,4179.03,insufficient_funds,Wallet,1,0.45,0.5086,MEDIUM,4179.03,True
TXN_002984,9300.4,bank_timeout,UPI,3,0.2308,0.3783,MEDIUM,9300.4,False
TXN_002985,1252.19,authentication_failure,UPI,2,1.0,0.6129,HIGH,1252.19,True
TXN_002992,5460.98,authentication_failure,NetBanking,1,0.2727,0.4739,MEDIUM,5460.98,True
TXN_002996,2307.28,insufficient_funds,Card,2,0.4262,0.4338,MEDIUM,2307.28,True
TXN_003001,2119.83,bank_declined,Card,1,0.5714,0.5452,MEDIUM,2119.83,True
TXN_003004,3657.69,network_error,UPI,1,0.8571,0.598,MEDIUM,3657.69,True
TXN_003006,3377.34,bank_timeout,UPI,2,0.4694,0.4267,MEDIUM,3377.34,True
TXN_003007,1194.15,network_error,NetBanking,1,0.3409,0.4986,MEDIUM,1194.15,True
TXN_003010,1013.09,bank_declined,UPI,1,0.7667,0.5942,MEDIUM,1013.09,True
TXN_003011,2776.76,network_error,NetBanking,1,0.8393,0.6591,HIGH,2776.76,True
TXN_003013,600.7,bank_timeout,UPI,2,0.8519,0.519,MEDIUM,600.7,True
TXN_003025,689.19,expired_card,Card,2,0.3889,0.3278,MEDIUM,689.19,True
TXN_003028,4523.86,bank_declined,UPI,2,0.3226,0.4204,MEDIUM,4523.86,True
TXN_003032,1508.84,bank_declined,Card,1,0.3333,0.4694,MEDIUM,1508.84,True
TXN_003034,738.19,bank_timeout,UPI,3,0.8684,0.4666,MEDIUM,738.19,False
