transaction_id,amount,failure_reason,attempt_number,risk_score,risk_level,root_cause,cause_category,cause_nature,root_cause_confidence,recovery_direction,recovery_probability,decision,decision_confidence,status,recovered_amount,escalation_required,escalation_reason,action_count
TXN_002678,5526.44,insufficient_funds,1,0.4855,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2387,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002679,12914.79,bank_declined,1,0.5488,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.52,alternate_payment,0.92,recovered,12914.79,False,,6
TXN_002684,8774.25,network_error,1,0.526,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7569,retry_now,0.9,recovered,8774.25,False,,6
TXN_002707,1492.74,authentication_failure,1,0.4919,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3392,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002708,1496.21,authentication_failure,1,0.4944,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3768,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002709,2466.2,bank_timeout,1,0.7011,CRITICAL,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8609,retry_now,0.9,recovered,2466.2,False,,6
TXN_002714,2888.22,authentication_failure,2,0.5113,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.2156,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002719,5228.97,insufficient_funds,1,0.641,HIGH,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.3991,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002720,9282.98,insufficient_funds,1,0.6379,HIGH,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.3972,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002721,2083.71,bank_timeout,2,0.4465,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.397,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_002724,3551.7,authentication_failure,1,0.4683,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3376,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002734,2384.22,network_error,3,0.5038,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,persistent,0.93,escalate,0.4527,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_002737,1480.88,bank_declined,2,0.4637,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.1767,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002738,2502.87,bank_timeout,1,0.432,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6775,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002740,4244.14,authentication_failure,1,0.6116,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5256,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_002745,1808.72,authentication_failure,1,0.5402,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.448,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002749,830.03,bank_declined,2,0.4165,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.1856,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002752,9089.12,expired_card,1,0.6012,HIGH,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.3298,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002768,3523.45,bank_timeout,1,0.6703,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.801,retry_now,0.9,recovered,3523.45,False,,6
TXN_002769,2246.5,bank_declined,1,0.5971,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.489,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_002770,5304.19,network_error,2,0.4557,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.3528,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_002771,2911.63,bank_declined,1,0.5625,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4477,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_002776,10028.73,insufficient_funds,2,0.4136,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.0905,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002779,316.45,bank_declined,1,0.5366,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4757,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_002780,1880.31,authentication_failure,1,0.6606,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.6476,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_002781,2157.87,bank_declined,1,0.578,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.5034,alternate_payment,0.92,recovered,2157.87,False,,6
TXN_002784,3573.57,insufficient_funds,1,0.5079,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2772,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002785,2257.42,network_error,1,0.6572,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.8424,retry_now,0.9,recovered,2257.42,False,,6
TXN_002786,5229.04,bank_timeout,2,0.4558,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.3717,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_002787,3272.96,network_error,1,0.5761,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7649,retry_now,0.9,recovered,3272.96,False,,6
TXN_002789,2754.86,bank_timeout,1,0.5026,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7576,retry_now,0.9,recovered,2754.86,False,,6
TXN_002790,1304.95,bank_timeout,3,0.4726,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate,0.4271,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_002796,1559.88,bank_timeout,1,0.6844,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8678,retry_now,0.9,recovered,1559.88,False,,6
TXN_002798,4484.6,network_error,1,0.682,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7804,retry_now,0.9,recovered,4484.6,False,,6
TXN_002801,7771.65,insufficient_funds,1,0.529,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2588,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002804,2197.9,network_error,1,0.5218,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.799,retry_now,0.9,recovered,2197.9,False,,6
TXN_002809,7352.34,insufficient_funds,1,0.5222,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2298,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002810,2335.96,insufficient_funds,1,0.5461,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2898,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002812,747.82,network_error,1,0.5728,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7327,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002815,4329.78,bank_timeout,2,0.4491,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.3965,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_002816,7094.74,bank_timeout,1,0.6437,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7944,retry_now,0.9,recovered,7094.74,False,,6
TXN_002823,7158.95,bank_declined,1,0.6468,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.5842,alternate_payment,0.92,recovered,7158.95,False,,6
TXN_002826,1856.68,bank_timeout,2,0.6019,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.7017,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002828,1554.09,bank_timeout,1,0.5086,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6393,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002839,1772.38,insufficient_funds,1,0.4625,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2482,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002841,3984.76,bank_declined,1,0.6457,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.6507,alternate_payment,0.92,recovered,3984.76,False,,6
TXN_002844,1505.55,bank_declined,1,0.6543,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.6073,alternate_payment,0.92,recovered,1505.55,False,,6
TXN_002851,1065.38,bank_declined,1,0.5464,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4257,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_002858,531.68,bank_declined,1,0.6308,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.609,alternate_payment,0.92,recovered,531.68,False,,6
TXN_002860,1321.27,authentication_failure,1,0.6502,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5594,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_002864,2029.47,authentication_failure,2,0.4392,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.2179,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002866,2173.51,bank_timeout,2,0.3828,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.4161,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_002867,5531.83,insufficient_funds,1,0.5653,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2904,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002870,3879.56,bank_declined,2,0.5294,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.2543,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002871,1476.58,bank_timeout,1,0.6474,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8357,retry_now,0.9,recovered,1476.58,False,,6
TXN_002872,3199.3,bank_declined,1,0.6375,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.6062,alternate_payment,0.92,recovered,3199.3,False,,6
TXN_002873,2480.79,insufficient_funds,1,0.5113,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2154,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002877,2869.3,expired_card,2,0.542,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.1333,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002880,910.07,expired_card,1,0.6088,HIGH,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.3503,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002883,1060.17,bank_declined,1,0.5284,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4858,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_002884,1872.17,bank_timeout,1,0.5818,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7752,retry_now,0.9,recovered,1872.17,False,,6
TXN_002886,2498.75,expired_card,3,0.3824,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.99,alternate_payment,0.0334,alternate_payment,0.95,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_002895,11056.23,bank_timeout,2,0.4494,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.4768,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_002897,1250.28,bank_timeout,1,0.5176,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6194,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002900,1835.77,bank_declined,2,0.4178,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.1476,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002904,3518.74,bank_timeout,1,0.6185,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8451,retry_now,0.9,recovered,3518.74,False,,6
TXN_002907,2240.43,network_error,2,0.5874,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.5346,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002918,3670.56,bank_timeout,2,0.5434,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.588,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002922,10457.96,bank_declined,1,0.5996,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.5697,alternate_payment,0.92,recovered,10457.96,False,,6
TXN_002923,2722.75,bank_timeout,3,0.5625,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate,0.415,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_002925,21214.12,network_error,1,0.7028,CRITICAL,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7981,retry_now,0.9,recovered,21214.12,False,,6
TXN_002927,7735.33,bank_declined,1,0.6049,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.5537,alternate_payment,0.92,recovered,7735.33,False,,6
TXN_002928,1244.57,bank_declined,1,0.5454,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4709,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_002932,897.98,bank_declined,2,0.5338,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.2629,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002939,2236.75,network_error,1,0.5818,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7109,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002940,2775.18,bank_declined,1,0.6037,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.5985,alternate_payment,0.92,recovered,2775.18,False,,6
TXN_002941,2019.98,bank_timeout,1,0.4964,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6585,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002942,1009.74,insufficient_funds,1,0.4761,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.3578,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002943,2828.35,authentication_failure,1,0.4781,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4239,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002944,531.8,authentication_failure,2,0.5811,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3284,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002948,937.07,bank_timeout,1,0.5654,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7639,retry_now,0.9,recovered,937.07,False,,6
TXN_002964,1918.34,network_error,1,0.6114,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7778,retry_now,0.9,recovered,1918.34,False,,6
TXN_002965,6599.34,authentication_failure,1,0.5146,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3537,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002966,1867.13,network_error,2,0.625,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.6892,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002967,1550.97,authentication_failure,1,0.5844,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4932,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002973,2883.21,bank_declined,1,0.497,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.3763,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002975,6746.99,network_error,1,0.5552,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7147,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_002982,4179.03,insufficient_funds,1,0.5086,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2642,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_002984,9300.4,bank_timeout,3,0.3783,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate,0.1715,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_002985,1252.19,authentication_failure,2,0.6129,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3963,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002992,5460.98,authentication_failure,1,0.4739,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.2682,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_002996,2307.28,insufficient_funds,2,0.4338,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.1013,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_003001,2119.83,bank_declined,1,0.5452,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4198,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_003004,3657.69,network_error,1,0.598,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.8276,retry_now,0.9,recovered,3657.69,False,,6
TXN_003006,3377.34,bank_timeout,2,0.4267,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.4774,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_003007,1194.15,network_error,1,0.4986,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.6342,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_003010,1013.09,bank_declined,1,0.5942,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.5658,alternate_payment,0.92,recovered,1013.09,False,,6
TXN_003011,2776.76,network_error,1,0.6591,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.8242,retry_now,0.9,recovered,2776.76,False,,6
TXN_003013,600.7,bank_timeout,2,0.519,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.6616,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_003025,689.19,expired_card,2,0.3278,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.0756,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_003028,4523.86,bank_declined,2,0.4204,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.1466,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_003032,1508.84,bank_declined,1,0.4694,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.3005,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_003034,738.19,bank_timeout,3,0.4666,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate,0.4241,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_003048,7291.49,bank_timeout,1,0.62,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8023,retry_now,0.9,recovered,7291.49,False,,6
TXN_003050,6496.93,bank_timeout,1,0.5911,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7372,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_003053,2442.08,bank_timeout,1,0.5881,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7961,retry_now,0.9,recovered,2442.08,False,,6
TXN_003055,3489.75,bank_timeout,1,0.521,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6992,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_003059,3601.29,bank_declined,1,0.5521,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4518,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_003061,12005.21,bank_declined,1,0.6464,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.608,alternate_payment,0.92,recovered,12005.21,False,,6
TXN_003064,1289.89,bank_timeout,1,0.489,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.654,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_003071,4869.87,bank_declined,1,0.6028,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4846,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_003074,3548.78,bank_declined,1,0.6103,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.6204,alternate_payment,0.92,recovered,3548.78,False,,6
TXN_003075,1000.98,authentication_failure,2,0.5229,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.2322,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_003078,2056.33,authentication_failure,1,0.5723,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5107,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_003086,5856.71,authentication_failure,1,0.513,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3157,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_003087,1225.31,authentication_failure,1,0.5851,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4941,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_003091,2979.65,network_error,1,0.5982,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.8373,retry_now,0.9,recovered,2979.65,False,,6
TXN_003095,2679.17,authentication_failure,2,0.4261,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.1696,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_003097,506.52,bank_declined,1,0.5641,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4711,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_003098,660.41,bank_timeout,1,0.6946,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.89,retry_now,0.9,recovered,660.41,False,,6
TXN_003100,1196.79,bank_declined,3,0.4485,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.94,alternate_payment,0.1022,alternate_payment,0.95,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_003105,4693.08,bank_timeout,1,0.5035,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6793,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_003108,1835.6,network_error,3,0.4504,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,persistent,0.93,escalate,0.2512,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_003117,4834.44,bank_declined,3,0.5369,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.94,alternate_payment,0.1684,alternate_payment,0.95,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_003119,2590.5,bank_declined,2,0.5848,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.3089,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_003120,20203.47,authentication_failure,1,0.7092,CRITICAL,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5933,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_003121,2538.84,insufficient_funds,1,0.403,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2016,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_003122,1822.16,expired_card,2,0.5838,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.1721,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_003126,5870.98,expired_card,1,0.5453,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.2573,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_003134,877.71,authentication_failure,1,0.4844,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.2928,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_003135,837.77,authentication_failure,1,0.4802,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3481,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
